PARAMETRES HYDROTEL VERSION;4.3.1.0000

SOUS MODELE;DEGRE JOUR BANDE

CLASSE INTEGRE CONIFERES;
CLASSE INTEGRE FEUILLUS;

NOM FICHIER STATION NEIGE CONIFERS;
NOM FICHIER STATION NEIGE FEUILLUS;
NOM FICHIER STATION NEIGE DECOUVERTS;

INTERPOLATION STATION NEIGE CONIFERS;
INTERPOLATION STATION NEIGE FEUILLUS;
INTERPOLATION STATION NEIGE DECOUVERTS;

HAUTEUR BANDE(m);100

UHRH ID;TAUX DE FONTE (mm/jour);DENSITE MAXIMALE (Kg/m3);CONSTANTE TASSEMENT;SEUIL FONTE CONIFERS (C);SEUIL FONTE FEUILLUS (C);SEUIL FONTE DECOUVERTS (C);TAUX FONTE CONIFERS (mm/jour.C);TAUX FONTE FEUILLUS (mm/jour.C);TAUX FONTE DECOUVERTS (mm/jour.C);SEUIL ALBEDO
157;0.5;550;0.1;0;0;0;12;14;16;1
158;0.5;550;0.1;0;0;0;12;14;16;1
159;0.5;550;0.1;0;0;0;12;14;16;1
160;0.5;550;0.1;0;0;0;12;14;16;1
161;0.5;550;0.1;0;0;0;12;14;16;1
162;0.5;550;0.1;0;0;0;12;14;16;1
163;0.5;550;0.1;0;0;0;12;14;16;1
164;0.5;550;0.1;0;0;0;12;14;16;1
165;0.5;550;0.1;0;0;0;12;14;16;1
166;0.5;550;0.1;0;0;0;12;14;16;1
167;0.5;550;0.1;0;0;0;12;14;16;1
168;0.5;550;0.1;0;0;0;12;14;16;1
169;0.5;550;0.1;0;0;0;12;14;16;1
170;0.5;550;0.1;0;0;0;12;14;16;1
171;0.5;550;0.1;0;0;0;12;14;16;1
172;0.5;550;0.1;0;0;0;12;14;16;1
173;0.5;550;0.1;0;0;0;12;14;16;1
174;0.5;550;0.1;0;0;0;12;14;16;1
175;0.5;550;0.1;0;0;0;12;14;16;1
176;0.5;550;0.1;0;0;0;12;14;16;1
177;0.5;550;0.1;0;0;0;12;14;16;1
178;0.5;550;0.1;0;0;0;12;14;16;1
179;0.5;550;0.1;0;0;0;12;14;16;1
180;0.5;550;0.1;0;0;0;12;14;16;1
181;0.5;550;0.1;0;0;0;12;14;16;1
182;0.5;550;0.1;0;0;0;12;14;16;1
183;0.5;550;0.1;0;0;0;12;14;16;1
184;0.5;550;0.1;0;0;0;12;14;16;1
185;0.5;550;0.1;0;0;0;12;14;16;1
186;0.5;550;0.1;0;0;0;12;14;16;1
187;0.5;550;0.1;0;0;0;12;14;16;1
188;0.5;550;0.1;0;0;0;12;14;16;1
189;0.5;550;0.1;0;0;0;12;14;16;1
190;0.5;550;0.1;0;0;0;12;14;16;1
191;0.5;550;0.1;0;0;0;12;14;16;1
192;0.5;550;0.1;0;0;0;12;14;16;1
193;0.5;550;0.1;0;0;0;12;14;16;1
194;0.5;550;0.1;0;0;0;12;14;16;1
195;0.5;550;0.1;0;0;0;12;14;16;1
196;0.5;550;0.1;0;0;0;12;14;16;1
197;0.5;550;0.1;0;0;0;12;14;16;1
198;0.5;550;0.1;0;0;0;12;14;16;1
199;0.5;550;0.1;0;0;0;12;14;16;1
200;0.5;550;0.1;0;0;0;12;14;16;1
201;0.5;550;0.1;0;0;0;12;14;16;1
202;0.5;550;0.1;0;0;0;12;14;16;1
203;0.5;550;0.1;0;0;0;12;14;16;1
204;0.5;550;0.1;0;0;0;12;14;16;1
205;0.5;550;0.1;0;0;0;12;14;16;1
206;0.5;550;0.1;0;0;0;12;14;16;1
207;0.5;550;0.1;0;0;0;12;14;16;1
208;0.5;550;0.1;0;0;0;12;14;16;1
209;0.5;550;0.1;0;0;0;12;14;16;1
210;0.5;550;0.1;0;0;0;12;14;16;1
211;0.5;550;0.1;0;0;0;12;14;16;1
212;0.5;550;0.1;0;0;0;12;14;16;1
213;0.5;550;0.1;0;0;0;12;14;16;1
214;0.5;550;0.1;0;0;0;12;14;16;1
215;0.5;550;0.1;0;0;0;12;14;16;1
216;0.5;550;0.1;0;0;0;12;14;16;1
217;0.5;550;0.1;0;0;0;12;14;16;1
218;0.5;550;0.1;0;0;0;12;14;16;1
219;0.5;550;0.1;0;0;0;12;14;16;1
220;0.5;550;0.1;0;0;0;12;14;16;1
221;0.5;550;0.1;0;0;0;12;14;16;1
222;0.5;550;0.1;0;0;0;12;14;16;1
223;0.5;550;0.1;0;0;0;12;14;16;1
224;0.5;550;0.1;0;0;0;12;14;16;1
225;0.5;550;0.1;0;0;0;12;14;16;1
226;0.5;550;0.1;0;0;0;12;14;16;1
227;0.5;550;0.1;0;0;0;12;14;16;1
228;0.5;550;0.1;0;0;0;12;14;16;1
229;0.5;550;0.1;0;0;0;12;14;16;1
230;0.5;550;0.1;0;0;0;12;14;16;1
231;0.5;550;0.1;0;0;0;12;14;16;1
232;0.5;550;0.1;0;0;0;12;14;16;1
233;0.5;550;0.1;0;0;0;12;14;16;1
234;0.5;550;0.1;0;0;0;12;14;16;1
235;0.5;550;0.1;0;0;0;12;14;16;1
236;0.5;550;0.1;0;0;0;12;14;16;1
237;0.5;550;0.1;0;0;0;12;14;16;1
238;0.5;550;0.1;0;0;0;12;14;16;1
239;0.5;550;0.1;0;0;0;12;14;16;1
240;0.5;550;0.1;0;0;0;12;14;16;1
241;0.5;550;0.1;0;0;0;12;14;16;1
242;0.5;550;0.1;0;0;0;12;14;16;1
243;0.5;550;0.1;0;0;0;12;14;16;1
244;0.5;550;0.1;0;0;0;12;14;16;1
245;0.5;550;0.1;0;0;0;12;14;16;1
246;0.5;550;0.1;0;0;0;12;14;16;1
247;0.5;550;0.1;0;0;0;12;14;16;1
248;0.5;550;0.1;0;0;0;12;14;16;1
249;0.5;550;0.1;0;0;0;12;14;16;1
250;0.5;550;0.1;0;0;0;12;14;16;1
251;0.5;550;0.1;0;0;0;12;14;16;1
252;0.5;550;0.1;0;0;0;12;14;16;1
253;0.5;550;0.1;0;0;0;12;14;16;1
254;0.5;550;0.1;0;0;0;12;14;16;1
255;0.5;550;0.1;0;0;0;12;14;16;1
256;0.5;550;0.1;0;0;0;12;14;16;1
257;0.5;550;0.1;0;0;0;12;14;16;1
258;0.5;550;0.1;0;0;0;12;14;16;1
259;0.5;550;0.1;0;0;0;12;14;16;1
260;0.5;550;0.1;0;0;0;12;14;16;1
261;0.5;550;0.1;0;0;0;12;14;16;1
262;0.5;550;0.1;0;0;0;12;14;16;1
263;0.5;550;0.1;0;0;0;12;14;16;1
264;0.5;550;0.1;0;0;0;12;14;16;1
265;0.5;550;0.1;0;0;0;12;14;16;1
266;0.5;550;0.1;0;0;0;12;14;16;1
267;0.5;550;0.1;0;0;0;12;14;16;1
268;0.5;550;0.1;0;0;0;12;14;16;1
269;0.5;550;0.1;0;0;0;12;14;16;1
270;0.5;550;0.1;0;0;0;12;14;16;1
271;0.5;550;0.1;0;0;0;12;14;16;1
272;0.5;550;0.1;0;0;0;12;14;16;1
273;0.5;550;0.1;0;0;0;12;14;16;1
274;0.5;550;0.1;0;0;0;12;14;16;1
275;0.5;550;0.1;0;0;0;12;14;16;1
276;0.5;550;0.1;0;0;0;12;14;16;1
277;0.5;550;0.1;0;0;0;12;14;16;1
278;0.5;550;0.1;0;0;0;12;14;16;1
279;0.5;550;0.1;0;0;0;12;14;16;1
280;0.5;550;0.1;0;0;0;12;14;16;1
281;0.5;550;0.1;0;0;0;12;14;16;1
282;0.5;550;0.1;0;0;0;12;14;16;1
283;0.5;550;0.1;0;0;0;12;14;16;1
284;0.5;550;0.1;0;0;0;12;14;16;1
285;0.5;550;0.1;0;0;0;12;14;16;1
286;0.5;550;0.1;0;0;0;12;14;16;1
287;0.5;550;0.1;0;0;0;12;14;16;1
288;0.5;550;0.1;0;0;0;12;14;16;1
289;0.5;550;0.1;0;0;0;12;14;16;1
290;0.5;550;0.1;0;0;0;12;14;16;1
291;0.5;550;0.1;0;0;0;12;14;16;1
292;0.5;550;0.1;0;0;0;12;14;16;1
293;0.5;550;0.1;0;0;0;12;14;16;1
294;0.5;550;0.1;0;0;0;12;14;16;1
295;0.5;550;0.1;0;0;0;12;14;16;1
296;0.5;550;0.1;0;0;0;12;14;16;1
297;0.5;550;0.1;0;0;0;12;14;16;1
298;0.5;550;0.1;0;0;0;12;14;16;1
299;0.5;550;0.1;0;0;0;12;14;16;1
300;0.5;550;0.1;0;0;0;12;14;16;1
301;0.5;550;0.1;0;0;0;12;14;16;1
302;0.5;550;0.1;0;0;0;12;14;16;1
303;0.5;550;0.1;0;0;0;12;14;16;1
304;0.5;550;0.1;0;0;0;12;14;16;1
305;0.5;550;0.1;0;0;0;12;14;16;1
306;0.5;550;0.1;0;0;0;12;14;16;1
307;0.5;550;0.1;0;0;0;12;14;16;1
308;0.5;550;0.1;0;0;0;12;14;16;1
309;0.5;550;0.1;0;0;0;12;14;16;1
310;0.5;550;0.1;0;0;0;12;14;16;1
311;0.5;550;0.1;0;0;0;12;14;16;1
312;0.5;550;0.1;0;0;0;12;14;16;1
313;0.5;550;0.1;0;0;0;12;14;16;1
314;0.5;550;0.1;0;0;0;12;14;16;1
315;0.5;550;0.1;0;0;0;12;14;16;1
316;0.5;550;0.1;0;0;0;12;14;16;1
317;0.5;550;0.1;0;0;0;12;14;16;1
318;0.5;550;0.1;0;0;0;12;14;16;1
319;0.5;550;0.1;0;0;0;12;14;16;1
320;0.5;550;0.1;0;0;0;12;14;16;1
321;0.5;550;0.1;0;0;0;12;14;16;1
322;0.5;550;0.1;0;0;0;12;14;16;1
323;0.5;550;0.1;0;0;0;12;14;16;1
324;0.5;550;0.1;0;0;0;12;14;16;1
325;0.5;550;0.1;0;0;0;12;14;16;1
326;0.5;550;0.1;0;0;0;12;14;16;1
327;0.5;550;0.1;0;0;0;12;14;16;1
328;0.5;550;0.1;0;0;0;12;14;16;1
329;0.5;550;0.1;0;0;0;12;14;16;1
330;0.5;550;0.1;0;0;0;12;14;16;1
331;0.5;550;0.1;0;0;0;12;14;16;1
332;0.5;550;0.1;0;0;0;12;14;16;1
333;0.5;550;0.1;0;0;0;12;14;16;1
334;0.5;550;0.1;0;0;0;12;14;16;1
335;0.5;550;0.1;0;0;0;12;14;16;1
336;0.5;550;0.1;0;0;0;12;14;16;1
337;0.5;550;0.1;0;0;0;12;14;16;1
338;0.5;550;0.1;0;0;0;12;14;16;1
339;0.5;550;0.1;0;0;0;12;14;16;1
340;0.5;550;0.1;0;0;0;12;14;16;1
341;0.5;550;0.1;0;0;0;12;14;16;1
342;0.5;550;0.1;0;0;0;12;14;16;1
343;0.5;550;0.1;0;0;0;12;14;16;1
344;0.5;550;0.1;0;0;0;12;14;16;1
345;0.5;550;0.1;0;0;0;12;14;16;1
346;0.5;550;0.1;0;0;0;12;14;16;1
347;0.5;550;0.1;0;0;0;12;14;16;1
348;0.5;550;0.1;0;0;0;12;14;16;1
349;0.5;550;0.1;0;0;0;12;14;16;1
350;0.5;550;0.1;0;0;0;12;14;16;1
351;0.5;550;0.1;0;0;0;12;14;16;1
352;0.5;550;0.1;0;0;0;12;14;16;1
353;0.5;550;0.1;0;0;0;12;14;16;1
354;0.5;550;0.1;0;0;0;12;14;16;1
355;0.5;550;0.1;0;0;0;12;14;16;1
356;0.5;550;0.1;0;0;0;12;14;16;1
357;0.5;550;0.1;0;0;0;12;14;16;1
358;0.5;550;0.1;0;0;0;12;14;16;1
359;0.5;550;0.1;0;0;0;12;14;16;1
360;0.5;550;0.1;0;0;0;12;14;16;1
361;0.5;550;0.1;0;0;0;12;14;16;1
362;0.5;550;0.1;0;0;0;12;14;16;1
363;0.5;550;0.1;0;0;0;12;14;16;1
364;0.5;550;0.1;0;0;0;12;14;16;1
365;0.5;550;0.1;0;0;0;12;14;16;1
366;0.5;550;0.1;0;0;0;12;14;16;1
367;0.5;550;0.1;0;0;0;12;14;16;1
368;0.5;550;0.1;0;0;0;12;14;16;1
369;0.5;550;0.1;0;0;0;12;14;16;1
370;0.5;550;0.1;0;0;0;12;14;16;1
371;0.5;550;0.1;0;0;0;12;14;16;1
372;0.5;550;0.1;0;0;0;12;14;16;1
373;0.5;550;0.1;0;0;0;12;14;16;1
374;0.5;550;0.1;0;0;0;12;14;16;1
375;0.5;550;0.1;0;0;0;12;14;16;1
376;0.5;550;0.1;0;0;0;12;14;16;1
377;0.5;550;0.1;0;0;0;12;14;16;1
378;0.5;550;0.1;0;0;0;12;14;16;1
379;0.5;550;0.1;0;0;0;12;14;16;1
380;0.5;550;0.1;0;0;0;12;14;16;1
381;0.5;550;0.1;0;0;0;12;14;16;1
382;0.5;550;0.1;0;0;0;12;14;16;1
383;0.5;550;0.1;0;0;0;12;14;16;1
384;0.5;550;0.1;0;0;0;12;14;16;1
385;0.5;550;0.1;0;0;0;12;14;16;1
386;0.5;550;0.1;0;0;0;12;14;16;1
387;0.5;550;0.1;0;0;0;12;14;16;1
388;0.5;550;0.1;0;0;0;12;14;16;1
389;0.5;550;0.1;0;0;0;12;14;16;1
390;0.5;550;0.1;0;0;0;12;14;16;1
391;0.5;550;0.1;0;0;0;12;14;16;1
392;0.5;550;0.1;0;0;0;12;14;16;1
393;0.5;550;0.1;0;0;0;12;14;16;1
394;0.5;550;0.1;0;0;0;12;14;16;1
395;0.5;550;0.1;0;0;0;12;14;16;1
396;0.5;550;0.1;0;0;0;12;14;16;1
397;0.5;550;0.1;0;0;0;12;14;16;1
398;0.5;550;0.1;0;0;0;12;14;16;1
399;0.5;550;0.1;0;0;0;12;14;16;1
400;0.5;550;0.1;0;0;0;12;14;16;1
401;0.5;550;0.1;0;0;0;12;14;16;1
402;0.5;550;0.1;0;0;0;12;14;16;1
403;0.5;550;0.1;0;0;0;12;14;16;1
404;0.5;550;0.1;0;0;0;12;14;16;1
405;0.5;550;0.1;0;0;0;12;14;16;1
406;0.5;550;0.1;0;0;0;12;14;16;1
407;0.5;550;0.1;0;0;0;12;14;16;1
408;0.5;550;0.1;0;0;0;12;14;16;1
409;0.5;550;0.1;0;0;0;12;14;16;1
410;0.5;550;0.1;0;0;0;12;14;16;1
411;0.5;550;0.1;0;0;0;12;14;16;1
412;0.5;550;0.1;0;0;0;12;14;16;1
413;0.5;550;0.1;0;0;0;12;14;16;1
414;0.5;550;0.1;0;0;0;12;14;16;1
415;0.5;550;0.1;0;0;0;12;14;16;1
416;0.5;550;0.1;0;0;0;12;14;16;1
417;0.5;550;0.1;0;0;0;12;14;16;1
418;0.5;550;0.1;0;0;0;12;14;16;1
419;0.5;550;0.1;0;0;0;12;14;16;1
420;0.5;550;0.1;0;0;0;12;14;16;1
421;0.5;550;0.1;0;0;0;12;14;16;1
422;0.5;550;0.1;0;0;0;12;14;16;1
423;0.5;550;0.1;0;0;0;12;14;16;1
424;0.5;550;0.1;0;0;0;12;14;16;1
425;0.5;550;0.1;0;0;0;12;14;16;1
426;0.5;550;0.1;0;0;0;12;14;16;1
427;0.5;550;0.1;0;0;0;12;14;16;1
428;0.5;550;0.1;0;0;0;12;14;16;1
429;0.5;550;0.1;0;0;0;12;14;16;1
430;0.5;550;0.1;0;0;0;12;14;16;1
431;0.5;550;0.1;0;0;0;12;14;16;1
432;0.5;550;0.1;0;0;0;12;14;16;1
433;0.5;550;0.1;0;0;0;12;14;16;1
434;0.5;550;0.1;0;0;0;12;14;16;1
435;0.5;550;0.1;0;0;0;12;14;16;1
436;0.5;550;0.1;0;0;0;12;14;16;1
437;0.5;550;0.1;0;0;0;12;14;16;1
438;0.5;550;0.1;0;0;0;12;14;16;1
439;0.5;550;0.1;0;0;0;12;14;16;1
440;0.5;550;0.1;0;0;0;12;14;16;1
441;0.5;550;0.1;0;0;0;12;14;16;1
442;0.5;550;0.1;0;0;0;12;14;16;1
443;0.5;550;0.1;0;0;0;12;14;16;1
444;0.5;550;0.1;0;0;0;12;14;16;1
445;0.5;550;0.1;0;0;0;12;14;16;1
446;0.5;550;0.1;0;0;0;12;14;16;1
447;0.5;550;0.1;0;0;0;12;14;16;1
448;0.5;550;0.1;0;0;0;12;14;16;1
449;0.5;550;0.1;0;0;0;12;14;16;1
450;0.5;550;0.1;0;0;0;12;14;16;1
451;0.5;550;0.1;0;0;0;12;14;16;1
452;0.5;550;0.1;0;0;0;12;14;16;1
453;0.5;550;0.1;0;0;0;12;14;16;1
454;0.5;550;0.1;0;0;0;12;14;16;1
455;0.5;550;0.1;0;0;0;12;14;16;1
456;0.5;550;0.1;0;0;0;12;14;16;1
457;0.5;550;0.1;0;0;0;12;14;16;1
458;0.5;550;0.1;0;0;0;12;14;16;1
459;0.5;550;0.1;0;0;0;12;14;16;1
460;0.5;550;0.1;0;0;0;12;14;16;1
461;0.5;550;0.1;0;0;0;12;14;16;1
462;0.5;550;0.1;0;0;0;12;14;16;1
463;0.5;550;0.1;0;0;0;12;14;16;1
464;0.5;550;0.1;0;0;0;12;14;16;1
465;0.5;550;0.1;0;0;0;12;14;16;1
466;0.5;550;0.1;0;0;0;12;14;16;1
467;0.5;550;0.1;0;0;0;12;14;16;1
468;0.5;550;0.1;0;0;0;12;14;16;1
469;0.5;550;0.1;0;0;0;12;14;16;1
470;0.5;550;0.1;0;0;0;12;14;16;1
471;0.5;550;0.1;0;0;0;12;14;16;1
472;0.5;550;0.1;0;0;0;12;14;16;1
473;0.5;550;0.1;0;0;0;12;14;16;1
474;0.5;550;0.1;0;0;0;12;14;16;1
475;0.5;550;0.1;0;0;0;12;14;16;1
476;0.5;550;0.1;0;0;0;12;14;16;1
477;0.5;550;0.1;0;0;0;12;14;16;1
478;0.5;550;0.1;0;0;0;12;14;16;1
479;0.5;550;0.1;0;0;0;12;14;16;1
480;0.5;550;0.1;0;0;0;12;14;16;1
481;0.5;550;0.1;0;0;0;12;14;16;1
482;0.5;550;0.1;0;0;0;12;14;16;1
483;0.5;550;0.1;0;0;0;12;14;16;1
484;0.5;550;0.1;0;0;0;12;14;16;1
485;0.5;550;0.1;0;0;0;12;14;16;1
