IdUhrh;Annee;Mois;Jour;Heure;Apport (mm);Evp (mm);Wetsep (m3);Wetvol (m3);Wetflwi (m3);Wetflwo (m3);Wetprod (mm)
11;2020;2;15;0;0.00;0.99;22.30084;23.02599;45.89799;0.00000;0.06
13;2020;2;15;0;0.00;0.99;9.27117;0.00000;7.75148;0.00000;0.01
17;2020;2;15;0;0.00;0.99;67.10111;1013.33923;24.06007;0.00000;0.11
19;2020;2;15;0;0.00;0.99;0.00000;0.20973;0.20973;0.00000;0.00
26;2020;2;15;0;0.00;0.99;208.92111;0.00000;101.59391;0.00000;0.51
2;2020;2;16;0;0.00;1.15;370.65997;4409.32129;86.19056;0.00000;0.46
4;2020;2;16;0;0.00;1.15;0.00000;14.21963;14.21963;0.00000;0.00
11;2020;2;16;0;0.00;1.15;58.16795;0.00000;40.01747;0.00000;0.16
13;2020;2;16;0;0.00;1.15;0.00000;7.53801;7.53801;0.00000;0.00
17;2020;2;16;0;0.00;1.15;66.04383;965.98297;22.48301;0.00000;0.11
19;2020;2;16;0;0.00;1.15;0.35488;0.00000;0.17412;0.00000;0.00
26;2020;2;16;0;0.00;1.15;0.00000;105.59654;105.59654;0.00000;0.00
2;2020;2;17;0;0.00;0.44;361.94220;4121.17969;81.68408;0.00000;0.45
4;2020;2;17;0;0.00;0.44;25.81666;0.00000;12.26996;0.00000;0.10
11;2020;2;17;0;0.00;0.44;0.00000;40.55825;40.55825;0.00000;0.00
13;2020;2;17;0;0.00;0.44;13.89140;0.00000;6.68922;0.00000;0.01
17;2020;2;17;0;0.00;0.44;64.93127;920.82471;21.18729;0.00000;0.11
19;2020;2;17;0;0.00;0.44;0.00000;0.18248;0.18248;0.00000;0.00
26;2020;2;17;0;0.00;0.44;189.86307;0.00000;89.43639;0.00000;0.46
2;2020;2;18;0;0.00;1.39;353.36252;3821.53003;78.34543;0.00000;0.44
4;2020;2;18;0;0.00;1.39;0.00000;12.53459;12.53459;0.00000;0.00
11;2020;2;18;0;0.00;1.39;67.77090;0.00000;34.44285;0.00000;0.19
13;2020;2;18;0;0.00;1.39;0.00000;6.71732;6.71732;0.00000;0.00
17;2020;2;18;0;0.00;1.39;63.83707;872.52783;19.99018;0.00000;0.11
19;2020;2;18;0;0.00;1.39;0.30301;0.00000;0.15396;0.00000;0.00
26;2020;2;18;0;0.00;1.39;0.00000;93.14847;93.14847;0.00000;0.00
2;2020;2;19;0;0.00;0.40;344.01926;3544.55713;73.90675;0.00000;0.43
4;2020;2;19;0;0.00;0.40;22.79688;0.00000;10.85138;0.00000;0.09
11;2020;2;19;0;0.00;0.40;0.00000;35.44047;35.44047;0.00000;0.00
13;2020;2;19;0;0.00;0.40;12.40413;0.00000;5.98194;0.00000;0.01
17;2020;2;19;0;0.00;0.40;62.62782;827.49872;18.84759;0.00000;0.10
19;2020;2;19;0;0.00;0.40;0.00000;0.16001;0.16001;0.00000;0.00
26;2020;2;19;0;0.00;0.40;167.52708;0.00000;78.90556;0.00000;0.41
2;2020;2;20;0;0.00;0.29;334.95285;3275.46240;70.71646;0.00000;0.42
4;2020;2;20;0;0.00;0.29;0.00000;11.26094;11.26094;0.00000;0.00
11;2020;2;20;0;0.00;0.29;65.06793;0.00000;31.06154;0.00000;0.18
13;2020;2;20;0;0.00;0.29;0.00000;6.08264;6.08264;0.00000;0.00
17;2020;2;20;0;0.00;0.29;61.46084;783.22943;18.08300;0.00000;0.10
19;2020;2;20;0;0.00;0.29;0.29264;0.00000;0.13926;0.00000;0.00
26;2020;2;20;0;0.00;0.29;0.00000;83.76989;83.76989;0.00000;0.00
2;2020;2;21;0;0.00;0.92;325.69543;3004.08350;69.30912;0.00000;0.41
4;2020;2;21;0;0.00;0.92;19.88254;0.00000;9.93070;0.00000;0.08
11;2020;2;21;0;0.00;0.92;0.00000;32.48434;32.48434;0.00000;0.00
13;2020;2;21;0;0.00;0.92;10.91535;0.00000;5.49039;0.00000;0.01
17;2020;2;21;0;0.00;0.92;60.27291;737.46265;17.28063;0.00000;0.10
19;2020;2;21;0;0.00;0.92;0.00000;0.14673;0.14673;0.00000;0.00
26;2020;2;21;0;0.00;0.92;146.12192;0.00000;72.41553;0.00000;0.35
2;2020;2;22;0;0.00;0.68;315.84821;2742.07837;64.60034;0.00000;0.40
4;2020;2;22;0;0.00;0.68;0.00000;10.14705;10.14705;0.00000;0.00
11;2020;2;22;0;0.00;0.68;57.18177;0.00000;27.96227;0.00000;0.16
13;2020;2;22;0;0.00;0.68;0.00000;5.52666;5.52666;0.00000;0.00
17;2020;2;22;0;0.00;0.68;58.99834;692.88409;16.42917;0.00000;0.10
19;2020;2;22;0;0.00;0.68;0.25726;0.00000;0.12565;0.00000;0.00
26;2020;2;22;0;0.00;0.68;0.00000;75.17884;75.17884;0.00000;0.00
2;2020;2;23;0;0.00;1.18;305.78049;2482.31250;64.01058;0.00000;0.38
4;2020;2;23;0;0.00;1.18;17.44029;0.00000;8.90616;0.00000;0.07
11;2020;2;23;0;0.00;1.18;0.00000;28.74508;28.74508;0.00000;0.00
13;2020;2;23;0;0.00;1.18;9.68670;0.00000;4.97275;0.00000;0.01
17;2020;2;23;0;0.00;1.18;57.70682;647.39008;15.60899;0.00000;0.10
19;2020;2;23;0;0.00;1.18;0.00000;0.13021;0.13021;0.00000;0.00
26;2020;2;23;0;0.00;1.18;127.24087;0.00000;64.44334;0.00000;0.31
2;2020;2;24;0;1.05;0.89;295.16605;6019.27783;3819.41455;0.00000;0.37
4;2020;2;24;0;1.90;0.89;0.00000;284.20554;284.20554;0.00000;0.00
11;2020;2;24;0;4.86;0.89;91.78786;148.66194;178.64888;0.00000;0.25
13;2020;2;24;0;0.24;0.89;0.00000;259.34573;259.34573;0.00000;0.00
17;2020;2;24;0;0.25;0.89;56.33226;1260.43237;682.74310;12.04803;0.11
19;2020;2;24;0;0.07;0.89;0.42549;0.68084;0.99264;0.00000;0.00
26;2020;2;24;0;9.16;0.89;0.00000;628.93341;628.93341;0.00000;0.00
2;2020;2;25;0;0.29;0.78;404.22470;6773.93262;1164.67310;0.00000;0.51
4;2020;2;25;0;0.51;0.78;89.45612;271.46048;76.35455;0.00000;0.35
11;2020;2;25;0;1.32;0.78;164.47960;98.03606;102.09938;0.00000;0.45
13;2020;2;25;0;0.07;0.78;54.13736;268.03894;64.63954;0.00000;0.06
17;2020;2;25;0;0.07;0.78;71.36279;1379.20361;217.75037;25.24485;0.16
19;2020;2;25;0;0.02;0.78;0.76543;0.36780;0.48099;0.00000;0.01
26;2020;2;25;0;2.47;0.78;447.17349;508.64594;252.07582;0.00000;1.08
2;2020;2;26;0;0.02;0.39;421.53342;6581.91650;237.08420;0.00000;0.53
4;2020;2;26;0;0.03;0.39;88.01096;207.38422;25.41721;0.00000;0.34
11;2020;2;26;0;0.09;0.39;141.88179;28.20050;73.80170;0.00000;0.39
13;2020;2;26;0;0.00;0.39;54.77469;227.08321;14.87478;0.00000;0.06
17;2020;2;26;0;0.00;0.39;73.68086;1341.89441;58.89033;21.09938;0.16
19;2020;2;26;0;0.00;0.39;0.61514;0.06277;0.32213;0.00000;0.01
26;2020;2;26;0;0.17;0.39;414.71597;249.83868;158.28273;0.00000;1.00
2;2020;2;27;0;0.19;0.51;417.25241;6995.97949;835.13916;0.00000;0.52
4;2020;2;27;0;0.31;0.51;79.98870;184.70615;57.26572;0.00000;0.31
11;2020;2;27;0;0.81;0.51;91.16678;41.84900;100.95169;0.00000;0.25
13;2020;2;27;0;0.04;0.51;51.64363;219.96054;45.65257;0.00000;0.05
17;2020;2;27;0;0.04;0.51;72.96706;1395.49243;155.21069;27.05471;0.17
19;2020;2;27;0;0.01;0.51;0.32839;0.19923;0.47286;0.00000;0.00
26;2020;2;27;0;1.56;0.51;322.21707;203.09805;241.65390;0.00000;0.78
2;2020;2;28;0;0.00;0.33;426.38751;6744.55029;181.89034;0.00000;0.53
4;2020;2;28;0;0.00;0.33;76.76710;130.32481;23.63371;0.00000;0.30
11;2020;2;28;0;0.00;0.33;104.87942;17.48460;82.21996;0.00000;0.29
13;2020;2;28;0;0.00;0.33;51.06269;180.12212;12.05436;0.00000;0.05
17;2020;2;28;0;0.00;0.33;73.98859;1347.42065;48.83299;21.71340;0.16
19;2020;2;28;0;0.00;0.33;0.49483;0.03745;0.34110;0.00000;0.00
26;2020;2;28;0;0.00;0.33;299.37582;63.81557;164.96007;0.00000;0.72
2;2020;2;29;0;0.00;0.22;420.88345;6486.73682;167.69322;0.00000;0.53
4;2020;2;29;0;0.00;0.22;67.82845;84.45483;22.70356;0.00000;0.26
11;2020;2;29;0;0.00;0.22;76.93825;19.57465;79.87346;0.00000;0.21
13;2020;2;29;0;0.00;0.22;47.56629;143.55147;11.51816;0.00000;0.05
17;2020;2;29;0;0.00;0.22;73.07359;1302.00110;45.12354;16.66678;0.15
19;2020;2;29;0;0.00;0.22;0.27338;0.10309;0.34203;0.00000;0.00
26;2020;2;29;0;0.00;0.22;198.49066;29.14975;166.00525;0.00000;0.48
2;2020;3;1;0;0.00;0.62;415.10049;6213.90771;155.04483;0.00000;0.52
4;2020;3;1;0;0.00;0.62;58.14772;46.28303;21.76524;0.00000;0.23
11;2020;3;1;0;0.00;0.62;80.08478;12.01866;74.99316;0.00000;0.22
13;2020;3;1;0;0.00;0.62;43.88464;109.30475;10.98834;0.00000;0.05
17;2020;3;1;0;0.00;0.62;72.18951;1257.57104;41.71112;11.73011;0.14
19;2020;3;1;0;0.00;0.62;0.39164;0.01602;0.31662;0.00000;0.00
26;2020;3;1;0;0.00;0.62;150.29456;35.92033;161.69002;0.00000;0.36
2;2020;3;2;0;0.00;1.18;408.81683;5923.65723;142.71803;0.00000;0.51
4;2020;3;2;0;0.00;1.18;46.96896;17.25289;20.71363;0.00000;0.18
11;2020;3;2;0;0.00;1.18;67.35219;10.84747;70.16000;0.00000;0.19
13;2020;3;2;0;0.00;1.18;39.83767;77.53598;10.42242;0.00000;0.04
17;2020;3;2;0;0.00;1.18;71.30524;1213.46082;38.23642;6.82898;0.13
19;2020;3;2;0;0.00;1.18;0.20225;0.11062;0.30880;0.00000;0.00
26;2020;3;2;0;0.00;1.18;161.86090;16.49640;151.99931;0.00000;0.39
2;2020;3;3;0;0.92;0.53;401.93344;8734.20117;3366.43066;174.02237;0.72
4;2020;3;3;0;1.54;0.53;33.08877;214.12459;226.59901;0.00000;0.13
11;2020;3;3;0;3.99;0.53;64.94492;172.02847;206.27428;0.00000;0.18
13;2020;3;3;0;0.20;0.53;35.26579;229.63312;187.72427;0.00000;0.04
17;2020;3;3;0;0.20;0.53;70.40717;1642.65430;554.82190;54.51715;0.21
19;2020;3;3;0;0.05;0.53;0.40157;0.72570;1.02549;0.00000;0.00
26;2020;3;3;0;7.23;0.53;122.79366;565.98846;601.54224;0.00000;0.30
2;2020;3;4;0;1.27;0.31;461.33405;12497.18945;4774.69531;592.13214;1.32
4;2020;3;4;0;2.12;0.31;80.90206;500.39597;354.12335;0.00000;0.31
11;2020;3;4;0;5.51;0.31;173.22795;768.40741;692.82178;0.00000;0.48
13;2020;3;4;0;0.28;0.31;51.84875;510.84930;332.65012;0.00000;0.05
17;2020;3;4;0;0.30;0.31;78.39781;2160.00000;893.55878;298.52686;0.63
19;2020;3;4;0;0.08;0.31;0.78297;5.49433;5.55856;0.00000;0.01
26;2020;3;4;0;10.85;0.31;430.74374;3706.41431;3188.46045;0.00000;1.04
2;2020;3;5;0;0.02;0.46;523.89777;12032.11816;610.48590;540.45764;1.34
4;2020;3;5;0;0.03;0.46;109.35082;439.45270;50.62585;0.00000;0.42
11;2020;3;5;0;0.09;0.46;294.68088;624.03558;154.96178;0.00000;0.81
13;2020;3;5;0;0.00;0.46;68.86655;464.01331;23.59579;0.00000;0.07
17;2020;3;5;0;0.00;0.46;86.40000;2160.00000;133.50928;45.14624;0.22
19;2020;3;5;0;0.00;0.46;1.60631;4.29856;0.44747;0.00000;0.01
26;2020;3;5;0;0.16;0.46;839.33392;3054.21899;195.12878;0.00000;2.03
2;2020;3;6;0;0.01;0.22;516.89215;11506.70605;478.95984;482.07843;1.25
4;2020;3;6;0;0.01;0.22;104.42406;379.62109;45.63597;0.00000;0.40
11;2020;3;6;0;0.03;0.22;273.69574;499.32755;151.25214;0.00000;0.76
13;2020;3;6;0;0.00;0.22;66.55543;417.46527;20.73593;0.00000;0.07
17;2020;3;6;0;0.00;0.22;86.40000;2160.00000;113.20435;25.85864;0.19
19;2020;3;6;0;0.00;0.22;1.47228;3.26318;0.45317;0.00000;0.01
26;2020;3;6;0;0.06;0.22;783.60522;2462.28662;196.56805;0.00000;1.90
2;2020;3;7;0;0.00;0.76;508.76410;10967.23633;410.85196;422.13739;1.17
4;2020;3;7;0;0.00;0.76;99.13737;316.85138;40.15186;0.00000;0.38
11;2020;3;7;0;0.00;0.76;252.87012;377.81564;141.01050;0.00000;0.70
13;2020;3;7;0;0.00;0.76;64.10417;368.74167;17.82753;0.00000;0.07
17;2020;3;7;0;0.00;0.76;86.40000;2160.00000;95.65264;5.95483;0.15
19;2020;3;7;0;0.00;0.76;1.33507;2.31251;0.43537;0.00000;0.01
26;2020;3;7;0;0.00;0.76;725.91345;1896.72144;188.05704;0.00000;1.76
2;2020;3;8;0;0.02;1.16;500.16559;10473.95996;402.51074;367.32892;1.09
4;2020;3;8;0;0.04;1.16;92.97654;260.33313;41.54411;0.00000;0.36
11;2020;3;8;0;0.11;1.16;229.03795;271.78207;134.32263;0.00000;0.63
13;2020;3;8;0;0.01;1.16;61.34137;324.46381;20.61033;0.00000;0.06
17;2020;3;8;0;0.01;1.16;86.40000;2160.00000;98.36005;6.96460;0.16
19;2020;3;8;0;0.00;1.16;1.18145;1.49670;0.43432;0.00000;0.01
26;2020;3;8;0;0.18;1.16;661.68781;1396.29126;189.99754;0.00000;1.60
2;2020;3;9;0;2.56;1.78;492.06116;13440.00098;10676.27344;7279.42480;9.75
4;2020;3;9;0;4.44;1.78;86.71301;1217.20032;1019.22736;0.00000;0.34
11;2020;3;9;0;11.44;1.78;203.76251;3096.59180;2852.48364;0.00000;0.56
13;2020;3;9;0;0.57;1.78;58.61816;984.58728;721.19623;0.00000;0.06
17;2020;3;9;0;0.58;1.78;86.40000;2160.00000;2400.16602;2310.25830;3.99
19;2020;3;9;0;0.16;1.78;1.01238;12.89245;12.48480;0.00000;0.01
26;2020;3;9;0;21.15;1.78;593.51404;7765.94385;5969.91797;0.00000;1.44
2;2020;3;10;0;0.79;0.49;537.59998;13440.00098;4241.81396;3726.73145;5.35
4;2020;3;10;0;1.33;0.49;149.92068;1364.95667;284.72333;0.00000;0.58
11;2020;3;10;0;3.44;0.49;483.30212;3486.92456;746.82440;0.00000;1.33
13;2020;3;10;0;0.17;0.49;86.92891;1107.19482;210.39224;0.00000;0.09
17;2020;3;10;0;0.18;0.49;86.40000;2160.00000;869.03033;781.81885;1.45
19;2020;3;10;0;0.05;0.49;2.17430;13.84412;3.16989;0.00000;0.02
26;2020;3;10;0;6.52;0.49;1091.36169;8800.26855;1559.37878;0.00000;2.64
2;2020;3;11;0;0.01;0.34;537.59998;13440.00098;832.41125;286.27344;1.03
4;2020;3;11;0;0.03;0.34;156.14360;1248.66943;42.07575;0.00000;0.61
11;2020;3;11;0;0.08;0.34;504.10498;3093.00977;115.30433;0.00000;1.39
13;2020;3;11;0;0.00;0.34;90.62698;1035.64392;20.58933;0.00000;0.09
17;2020;3;11;0;0.00;0.34;86.40000;2160.00000;132.16194;44.31934;0.22
19;2020;3;11;0;0.00;0.34;2.22997;11.93512;0.35875;0.00000;0.02
26;2020;3;11;0;0.13;0.34;1140.89246;7808.79590;156.26115;0.00000;2.76
2;2020;3;12;0;0.14;0.82;537.59998;13440.00098;1132.89600;579.60254;1.40
4;2020;3;12;0;0.36;0.82;151.28528;1169.31763;73.64561;0.00000;0.59
11;2020;3;12;0;0.80;0.82;483.10358;2753.68774;131.53822;0.00000;1.33
13;2020;3;12;0;0.04;0.82;88.50305;987.80371;44.04252;0.00000;0.09
17;2020;3;12;0;0.04;0.82;86.40000;2160.00000;206.98236;117.28223;0.34
19;2020;3;12;0;0.01;0.82;2.11556;10.16729;0.43329;0.00000;0.02
26;2020;3;12;0;1.22;0.82;1093.49548;6976.71143;195.56212;0.00000;2.65
2;2020;3;13;0;1.20;1.01;537.59998;13440.00098;5206.30811;4695.23535;6.56
4;2020;3;13;0;1.11;1.01;147.79997;1221.98999;194.30038;0.00000;0.57
11;2020;3;13;0;3.39;1.01;463.58099;3023.28906;625.61322;0.00000;1.28
13;2020;3;13;0;0.20;1.01;87.02961;1118.57751;220.75703;0.00000;0.09
17;2020;3;13;0;0.22;1.01;86.40000;2160.00000;887.99841;798.79517;1.47
19;2020;3;13;0;0.06;1.01;1.99853;12.03072;3.95237;0.00000;0.02
26;2020;3;13;0;8.75;1.01;1050.62244;8639.72949;2000.87952;0.00000;2.54
2;2020;3;14;0;0.02;0.40;537.59998;13440.00098;854.20764;306.89453;1.06
4;2020;3;14;0;0.01;0.40;150.12982;1109.92456;40.92899;0.00000;0.58
11;2020;3;14;0;0.02;0.40;479.20944;2654.34717;118.83128;0.00000;1.32
13;2020;3;14;0;0.00;0.40;90.95664;1044.50073;18.67463;0.00000;0.10
17;2020;3;14;0;0.00;0.40;86.40000;2160.00000;124.88767;36.78296;0.21
19;2020;3;14;0;0.00;0.40;2.12156;10.23586;0.36871;0.00000;0.02
26;2020;3;14;0;0.05;0.40;1133.46045;7643.06201;154.64342;0.00000;2.74
2;2020;3;15;0;0.00;0.43;537.59998;13440.00098;648.22180;98.97461;0.80
4;2020;3;15;0;0.00;0.43;145.09015;998.97864;37.28778;0.00000;0.56
11;2020;3;15;0;0.00;0.43;457.57391;2301.77832;114.91893;0.00000;1.26
13;2020;3;15;0;0.00;0.43;88.77099;970.65784;16.85144;0.00000;0.09
17;2020;3;15;0;0.00;0.43;86.40000;2160.00000;107.90012;19.62817;0.18
19;2020;3;15;0;0.00;0.43;2.00331;8.55742;0.36827;0.00000;0.02
26;2020;3;15;0;0.00;0.43;1085.19995;6688.66064;154.31076;0.00000;2.63
2;2020;3;16;0;0.00;1.01;537.59998;12788.62891;538.01202;624.51434;1.46
4;2020;3;16;0;0.00;1.01;139.76619;886.16583;34.04310;0.00000;0.54
11;2020;3;16;0;0.00;1.01;435.00073;1953.12097;108.40905;0.00000;1.20
13;2020;3;16;0;0.00;1.01;86.49033;895.23438;15.45416;0.00000;0.09
17;2020;3;16;0;0.00;1.01;86.40000;2160.00000;94.58309;3.80054;0.15
19;2020;3;16;0;0.00;1.01;1.87991;6.94267;0.36052;0.00000;0.02
26;2020;3;16;0;0.00;1.01;1035.01440;5751.95459;150.80942;0.00000;2.50
2;2020;3;17;0;0.25;0.93;528.20251;13440.00098;1312.04260;119.21094;0.81
4;2020;3;17;0;0.40;0.93;133.94563;822.63586;72.09752;0.00000;0.52
11;2020;3;17;0;1.06;0.93;410.36255;1696.73596;136.78423;0.00000;1.13
13;2020;3;17;0;0.06;0.93;84.04218;862.22705;54.53827;0.00000;0.09
17;2020;3;17;0;0.06;0.93;86.40000;2160.00000;233.04811;143.06396;0.38
19;2020;3;17;0;0.02;0.93;1.74541;5.65368;0.53490;0.00000;0.01
26;2020;3;17;0;2.11;0.93;981.04010;5146.54443;248.56464;0.00000;2.37
2;2020;3;18;0;0.01;0.56;537.59998;12730.72363;461.23260;618.08038;1.45
4;2020;3;18;0;0.01;0.56;130.45480;722.75775;34.14330;0.00000;0.51
11;2020;3;18;0;0.02;0.56;390.36703;1407.56458;111.39424;0.00000;1.08
13;2020;3;18;0;0.00;0.56;82.92887;793.74091;16.75888;0.00000;0.09
17;2020;3;18;0;0.00;0.56;86.40000;2160.00000;94.29662;5.48682;0.15
19;2020;3;18;0;0.00;0.56;1.62269;4.38117;0.39567;0.00000;0.01
26;2020;3;18;0;0.09;0.56;943.06445;4349.27588;165.37782;0.00000;2.28
2;2020;3;19;0;0.00;1.05;527.35229;12032.97852;397.75244;540.55310;1.34
4;2020;3;19;0;0.00;1.05;124.59624;622.26935;30.62695;0.00000;0.48
11;2020;3;19;0;0.00;1.05;365.31537;1127.87378;104.73848;0.00000;1.01
13;2020;3;19;0;0.00;1.05;80.52796;723.18610;14.18649;0.00000;0.08
17;2020;3;19;0;0.00;1.05;86.40000;2047.84216;78.30044;99.53801;0.31
19;2020;3;19;0;0.00;1.05;1.48226;3.19730;0.37595;0.00000;0.01
26;2020;3;19;0;0.00;1.05;888.36774;3570.40161;155.97467;0.00000;2.15
2;2020;3;20;0;0.41;2.36;516.90527;12562.71094;1689.38574;599.41229;1.40
4;2020;3;20;0;0.66;2.36;118.14793;592.88354;96.25961;0.00000;0.46
11;2020;3;20;0;1.72;2.36;337.68835;946.42780;147.84242;0.00000;0.93
13;2020;3;20;0;0.09;2.36;77.91038;715.79639;79.15068;0.00000;0.08
17;2020;3;20;0;0.09;2.36;84.77998;2160.00000;314.04156;107.73755;0.32
19;2020;3;20;0;0.03;2.36;1.32544;2.41880;0.70076;0.00000;0.01
26;2020;3;20;0;3.38;2.36;828.26819;3200.17749;322.33331;0.00000;2.00
2;2020;3;21;0;0.02;0.41;524.87115;11917.76172;417.84653;527.75128;1.32
4;2020;3;21;0;0.02;0.41;116.13639;509.62091;35.03583;0.00000;0.45
11;2020;3;21;0;0.06;0.41;317.30447;741.34625;117.09644;0.00000;0.88
13;2020;3;21;0;0.00;0.41;77.62683;654.15253;17.56575;0.00000;0.08
17;2020;3;21;0;0.00;0.41;86.40000;2058.40747;87.28152;100.71194;0.31
19;2020;3;21;0;0.00;0.41;1.20045;1.63599;0.44233;0.00000;0.01
26;2020;3;21;0;0.11;0.41;796.69879;2575.58618;181.49619;0.00000;1.93
2;2020;3;22;0;0.02;0.54;515.14288;11317.32129;388.67233;461.03574;1.22
4;2020;3;22;0;0.03;0.54;110.06223;430.66672;33.75882;0.00000;0.43
11;2020;3;22;0;0.09;0.54;290.95425;558.87964;114.22051;0.00000;0.80
13;2020;3;22;0;0.00;0.54;75.18452;594.73865;17.75965;0.00000;0.08
17;2020;3;22;0;0.00;0.54;84.93501;1962.60620;81.44798;90.06736;0.29
19;2020;3;22;0;0.00;0.54;1.04487;1.00410;0.44089;0.00000;0.01
26;2020;3;22;0;0.15;0.54;737.59882;2007.85852;180.30811;0.00000;1.79
2;2020;3;23;0;0.03;0.70;505.77576;10785.40039;392.20016;401.93341;1.14
4;2020;3;23;0;0.05;0.70;103.67812;357.36172;33.58082;0.00000;0.40
11;2020;3;23;0;0.13;0.70;263.18896;400.79285;111.52924;0.00000;0.73
13;2020;3;23;0;0.01;0.70;72.68569;538.04932;18.49956;0.00000;0.08
17;2020;3;23;0;0.01;0.70;83.51015;1877.67859;82.08823;80.63096;0.27
19;2020;3;23;0;0.00;0.70;0.87863;0.53560;0.44072;0.00000;0.01
26;2020;3;23;0;0.24;0.70;675.19873;1505.05750;182.32101;0.00000;1.63
2;2020;3;24;0;0.47;0.89;497.20596;11669.71875;1884.41602;500.19092;1.25
4;2020;3;24;0;0.75;0.89;97.03355;373.34491;111.28665;0.00000;0.38
11;2020;3;24;0;1.96;0.89;233.88866;363.41815;168.76982;0.00000;0.65
13;2020;3;24;0;0.10;0.89;70.14647;556.53937;91.17378;0.00000;0.07
17;2020;3;24;0;0.10;0.89;82.20901;2031.89856;337.14203;97.76650;0.30
19;2020;3;24;0;0.03;0.89;0.70294;0.67684;0.87384;0.00000;0.01
26;2020;3;24;0;3.85;0.89;609.53015;1470.28040;406.39056;0.00000;1.48
2;2020;3;25;0;0.00;1.42;511.31110;11038.69922;346.79254;430.07773;1.18
4;2020;3;25;0;0.00;1.42;98.55243;300.69495;32.92269;0.00000;0.38
11;2020;3;25;0;0.00;1.42;225.90077;247.26718;125.84151;0.00000;0.62
13;2020;3;25;0;0.00;1.42;70.99287;496.17169;15.68226;0.00000;0.07
17;2020;3;25;0;0.00;1.42;84.54510;1930.71570;75.90861;86.52396;0.28
19;2020;3;25;0;0.00;1.42;0.76384;0.35716;0.49856;0.00000;0.01
26;2020;3;25;0;0.00;1.42;604.49280;1025.64307;202.91565;0.00000;1.46
2;2020;3;26;0;0.01;1.56;501.32007;10444.38574;309.96835;364.04288;1.09
4;2020;3;26;0;0.01;1.56;91.26512;232.87589;30.50542;0.00000;0.35
11;2020;3;26;0;0.02;1.56;197.03838;152.74936;117.52313;0.00000;0.54
13;2020;3;26;0;0.00;1.56;68.15755;438.09692;15.39921;0.00000;0.07
17;2020;3;26;0;0.00;1.56;83.02591;1833.82507;68.36947;75.75834;0.26
19;2020;3;26;0;0.00;1.56;0.60876;0.17298;0.47211;0.00000;0.01
26;2020;3;26;0;0.04;1.56;531.95001;648.77466;194.67844;0.00000;1.29
2;2020;3;27;0;0.18;1.03;491.56744;10421.90039;848.44434;361.54443;1.07
4;2020;3;27;0;0.29;1.03;83.34921;208.09406;60.84202;0.00000;0.32
11;2020;3;27;0;0.75;1.03;166.07089;125.69866;137.12239;0.00000;0.46
13;2020;3;27;0;0.04;1.03;65.21133;413.68146;43.93101;0.00000;0.07
17;2020;3;27;0;0.04;1.03;81.52225;1834.25928;161.67401;75.80659;0.26
19;2020;3;27;0;0.01;1.03;0.47063;0.28487;0.60622;0.00000;0.00
26;2020;3;27;0;1.45;1.03;452.13116;501.55783;273.44971;0.00000;1.09
2;2020;3;28;0;0.00;1.32;491.19153;9864.56250;265.89917;299.61807;0.99
4;2020;3;28;0;0.00;1.32;80.08578;152.16771;29.44655;0.00000;0.31
11;2020;3;28;0;0.00;1.32;154.96902;72.66858;112.16968;0.00000;0.43
13;2020;3;28;0;0.00;1.32;63.89732;359.47879;13.91301;0.00000;0.07
17;2020;3;28;0;0.00;1.32;81.52911;1744.23962;62.69620;65.80441;0.25
19;2020;3;28;0;0.00;1.32;0.56180;0.12798;0.44200;0.00000;0.00
26;2020;3;28;0;0.00;1.32;412.65521;254.62497;192.96501;0.00000;1.00
2;2020;3;29;0;0.54;0.50;481.70132;11054.03809;2093.49268;431.78204;1.15
4;2020;3;29;0;0.85;0.50;71.66389;216.28726;132.47163;0.00000;0.28
11;2020;3;29;0;2.23;0.50;127.57493;152.23486;186.58096;0.00000;0.35
13;2020;3;29;0;0.11;0.50;60.78988;403.98270;106.23180;0.00000;0.06
17;2020;3;29;0;0.12;0.50;80.08565;1939.22168;363.74533;87.46908;0.28
19;2020;3;29;0;0.03;0.50;0.42288;0.65580;0.96012;0.00000;0.00
26;2020;3;29;0;4.35;0.50;324.39490;532.31995;492.57111;0.00000;0.79
2;2020;3;30;0;1.29;0.56;501.56726;13440.00098;4834.99414;1987.04883;3.12
4;2020;3;30;0;2.05;0.56;81.19118;511.83206;365.15613;0.00000;0.31
11;2020;3;30;0;5.36;0.56;165.87213;1114.17896;1058.39734;0.00000;0.46
13;2020;3;30;0;0.28;0.56;63.36144;665.68610;325.39639;0.00000;0.07
17;2020;3;30;0;0.29;0.56;83.15557;2160.00000;941.00781;636.71069;1.20
19;2020;3;30;0;0.08;0.56;0.75532;6.66027;6.77616;0.00000;0.01
26;2020;3;30;0;10.50;0.56;421.46756;3967.34985;3499.47119;0.00000;1.02
2;2020;3;31;0;0.41;0.80;537.59998;13440.00098;2059.77393;1519.22949;2.58
4;2020;3;31;0;0.64;0.80;110.23151;558.36584;155.31323;0.00000;0.43
11;2020;3;31;0;1.67;0.80;336.22711;1227.89124;416.57431;0.00000;0.93
13;2020;3;31;0;0.11;0.80;75.65242;731.21191;143.50101;0.00000;0.08
17;2020;3;31;0;0.13;0.80;86.40000;2160.00000;625.34265;536.42212;1.04
19;2020;3;31;0;0.04;0.80;1.71987;7.50009;2.62340;0.00000;0.01
