IdUhrh;Annee;Mois;Jour;Heure;Apport (mm);Evp (mm);Wetsep (m3);Wetvol (m3);Wetflwi (m3);Wetflwo (m3);Wetprod (mm)
11;2020;2;15;0;0.00;0.99;0.00000;46.83592;46.83592;0.00000;0.00
13;2020;2;15;0;0.00;0.99;9.38287;0.00000;7.74476;0.00000;0.01
17;2020;2;15;0;0.00;0.99;67.10111;1013.33923;24.06007;0.00000;0.11
19;2020;2;15;0;0.00;0.99;0.38347;0.00000;0.18727;0.00000;0.00
26;2020;2;15;0;0.00;0.99;208.92111;0.00000;101.59391;0.00000;0.51
2;2020;2;16;0;0.00;1.15;379.48990;4723.09814;85.99106;0.00000;0.48
4;2020;2;16;0;0.00;1.15;0.00000;14.21963;14.21963;0.00000;0.00
11;2020;2;16;0;0.00;1.15;79.63432;0.00000;39.07150;0.00000;0.22
13;2020;2;16;0;0.00;1.15;0.00000;7.53801;7.53801;0.00000;0.00
17;2020;2;16;0;0.00;1.15;66.04383;965.98297;22.48301;0.00000;0.11
19;2020;2;16;0;0.00;1.15;0.00000;0.19454;0.19454;0.00000;0.00
26;2020;2;16;0;0.00;1.15;0.00000;105.59654;105.59654;0.00000;0.00
2;2020;2;17;0;0.00;0.44;370.88327;4425.62939;81.49307;0.00000;0.47
4;2020;2;17;0;0.00;0.44;25.81666;0.00000;12.26996;0.00000;0.10
11;2020;2;17;0;0.00;0.44;0.00000;40.55825;40.55825;0.00000;0.00
13;2020;2;17;0;0.00;0.44;13.89140;0.00000;6.68922;0.00000;0.01
17;2020;2;17;0;0.00;0.44;64.93127;920.82471;21.18729;0.00000;0.11
19;2020;2;17;0;0.00;0.44;0.34768;0.00000;0.16383;0.00000;0.00
26;2020;2;17;0;0.00;0.44;189.86307;0.00000;89.43639;0.00000;0.46
2;2020;2;18;0;0.00;1.39;362.41684;4116.10938;78.16032;0.00000;0.45
4;2020;2;18;0;0.00;1.39;0.00000;12.53459;12.53459;0.00000;0.00
11;2020;2;18;0;0.00;1.39;67.77090;0.00000;34.44285;0.00000;0.19
13;2020;2;18;0;0.00;1.39;0.00000;6.71732;6.71732;0.00000;0.00
17;2020;2;18;0;0.00;1.39;63.83707;872.52783;19.99018;0.00000;0.11
19;2020;2;18;0;0.00;1.39;0.00000;0.17106;0.17106;0.00000;0.00
26;2020;2;18;0;0.00;1.39;0.00000;93.14847;93.14847;0.00000;0.00
2;2020;2;19;0;0.00;0.40;353.20816;3829.58765;73.72997;0.00000;0.44
4;2020;2;19;0;0.00;0.40;22.79688;0.00000;10.85138;0.00000;0.09
11;2020;2;19;0;0.00;0.40;0.00000;35.44047;35.44047;0.00000;0.00
13;2020;2;19;0;0.00;0.40;12.40413;0.00000;5.98194;0.00000;0.01
17;2020;2;19;0;0.00;0.40;62.62782;827.49872;18.84759;0.00000;0.10
19;2020;2;19;0;0.00;0.40;0.30609;0.00000;0.14439;0.00000;0.00
26;2020;2;19;0;0.00;0.40;167.52708;0.00000;78.90556;0.00000;0.41
2;2020;2;20;0;0.00;0.29;344.27658;3550.86255;70.54523;0.00000;0.43
4;2020;2;20;0;0.00;0.29;0.00000;11.26094;11.26094;0.00000;0.00
11;2020;2;20;0;0.00;0.29;65.06793;0.00000;31.06154;0.00000;0.18
13;2020;2;20;0;0.00;0.29;0.00000;6.08264;6.08264;0.00000;0.00
17;2020;2;20;0;0.00;0.29;61.46084;783.22943;18.08300;0.00000;0.10
19;2020;2;20;0;0.00;0.29;0.00000;0.15395;0.15395;0.00000;0.00
26;2020;2;20;0;0.00;0.29;0.00000;83.76989;83.76989;0.00000;0.00
2;2020;2;21;0;0.00;0.92;335.16425;3269.40894;69.13910;0.00000;0.42
4;2020;2;21;0;0.00;0.92;19.88254;0.00000;9.93070;0.00000;0.08
11;2020;2;21;0;0.00;0.92;0.00000;32.48434;32.48434;0.00000;0.00
13;2020;2;21;0;0.00;0.92;10.91535;0.00000;5.49039;0.00000;0.01
17;2020;2;21;0;0.00;0.92;60.27291;737.46265;17.28063;0.00000;0.10
19;2020;2;21;0;0.00;0.92;0.26609;0.00000;0.13293;0.00000;0.00
26;2020;2;21;0;0.00;0.92;146.12192;0.00000;72.41553;0.00000;0.35
2;2020;2;22;0;0.00;0.68;325.48163;2997.28125;64.43953;0.00000;0.41
4;2020;2;22;0;0.00;0.68;0.00000;10.14705;10.14705;0.00000;0.00
11;2020;2;22;0;0.00;0.68;57.18177;0.00000;27.96227;0.00000;0.16
13;2020;2;22;0;0.00;0.68;0.00000;5.52666;5.52666;0.00000;0.00
17;2020;2;22;0;0.00;0.68;58.99834;692.88409;16.42917;0.00000;0.10
19;2020;2;22;0;0.00;0.68;0.00000;0.13845;0.13845;0.00000;0.00
26;2020;2;22;0;0.00;0.68;0.00000;75.17884;75.17884;0.00000;0.00
2;2020;2;23;0;0.00;1.18;315.59415;2726.96216;63.84867;0.00000;0.40
4;2020;2;23;0;0.00;1.18;17.44029;0.00000;8.90616;0.00000;0.07
11;2020;2;23;0;0.00;1.18;0.00000;28.74508;28.74508;0.00000;0.00
13;2020;2;23;0;0.00;1.18;9.68670;0.00000;4.97275;0.00000;0.01
17;2020;2;23;0;0.00;1.18;57.70682;647.39008;15.60899;0.00000;0.10
19;2020;2;23;0;0.00;1.18;0.23127;0.00000;0.11842;0.00000;0.00
26;2020;2;23;0;0.00;1.18;127.24087;0.00000;64.44334;0.00000;0.31
2;2020;2;24;0;18.72;0.89;305.18106;6693.83057;3809.58228;0.00000;0.38
4;2020;2;24;0;21.12;0.89;0.00000;284.20554;284.20554;0.00000;0.00
11;2020;2;24;0;20.66;0.89;91.78786;269.52359;178.64888;0.00000;0.25
13;2020;2;24;0;20.74;0.89;0.00000;259.34573;259.34573;0.00000;0.00
17;2020;2;24;0;21.17;0.89;56.33226;1348.78760;682.74310;21.86528;0.13
19;2020;2;24;0;21.01;0.89;0.00000;1.08919;1.08919;0.00000;0.00
26;2020;2;24;0;20.84;0.89;0.00000;628.93341;628.93341;0.00000;0.00
2;2020;2;25;0;5.25;0.78;419.75717;7557.91162;1159.88916;43.32354;0.58
4;2020;2;25;0;5.72;0.78;89.45612;310.30042;76.35455;0.00000;0.35
11;2020;2;25;0;5.63;0.78;203.15981;251.77951;97.93845;0.00000;0.56
13;2020;2;25;0;5.62;0.78;54.13736;293.10681;64.63954;0.00000;0.06
17;2020;2;25;0;5.69;0.78;73.09990;1487.46838;217.22548;37.27427;0.18
19;2020;2;25;0;5.66;0.78;0.90437;1.04092;0.46443;0.00000;0.01
26;2020;2;25;0;5.63;0.78;447.17349;626.24664;252.07582;0.00000;1.08
2;2020;2;26;0;0.36;0.39;438.24319;7341.06445;236.03171;19.22939;0.57
4;2020;2;26;0;0.37;0.39;92.28955;244.12112;25.04980;0.00000;0.36
11;2020;2;26;0;0.37;0.39;198.30734;125.22640;69.51620;0.00000;0.55
13;2020;2;26;0;0.38;0.39;56.54096;251.97649;14.74626;0.00000;0.06
17;2020;2;26;0;0.38;0.39;75.68414;1439.48975;58.72609;31.94331;0.18
19;2020;2;26;0;0.38;0.39;0.88993;0.46273;0.30097;0.00000;0.01
26;2020;2;26;0;0.38;0.39;446.49442;340.85333;155.73059;0.00000;1.08
2;2020;2;27;0;3.46;0.51;433.73779;7784.31934;831.48572;68.47993;0.63
4;2020;2;27;0;3.46;0.51;84.75626;238.01314;56.36768;0.00000;0.33
11;2020;2;27;0;3.46;0.51;154.76210;105.80252;94.67250;0.00000;0.43
13;2020;2;27;0;3.52;0.51;53.58621;257.98407;45.22529;0.00000;0.06
17;2020;2;27;0;3.56;0.51;74.80838;1501.00403;154.81323;38.77822;0.19
19;2020;2;27;0;3.56;0.51;0.66738;0.41337;0.43701;0.00000;0.01
26;2020;2;27;0;3.56;0.51;359.78094;315.89111;237.25459;0.00000;0.87
2;2020;2;28;0;0.00;0.33;442.85913;7480.61865;181.09335;34.73540;0.60
4;2020;2;28;0;0.00;0.33;83.99731;175.72789;23.07753;0.00000;0.33
11;2020;2;28;0;0.00;0.33;145.77403;36.54542;78.88667;0.00000;0.40
13;2020;2;28;0;0.00;0.33;54.03629;214.95149;11.88215;0.00000;0.06
17;2020;2;28;0;0.00;0.33;75.92790;1440.48865;48.70109;32.05430;0.18
19;2020;2;28;0;0.00;0.33;0.64118;0.09127;0.32950;0.00000;0.01
26;2020;2;28;0;0.00;0.33;350.19757;120.94217;160.94153;0.00000;0.85
2;2020;2;29;0;0.00;0.22;436.64694;7202.34961;166.99106;3.81665;0.55
4;2020;2;29;0;0.00;0.22;75.42115;121.63659;22.15834;0.00000;0.29
11;2020;2;29;0;0.00;0.22;99.95370;13.59388;78.10015;0.00000;0.28
13;2020;2;29;0;0.00;0.22;50.64684;175.09880;11.35050;0.00000;0.05
17;2020;2;29;0;0.00;0.22;74.82681;1384.06812;45.01350;25.78534;0.17
19;2020;2;29;0;0.00;0.22;0.37506;0.04643;0.33435;0.00000;0.00
26;2020;2;29;0;0.00;0.22;249.05811;31.31531;162.16711;0.00000;0.60
2;2020;3;1;0;0.00;0.62;430.81055;6912.68115;154.39883;0.00000;0.54
4;2020;3;1;0;0.00;0.62;66.18745;74.64064;21.22822;0.00000;0.26
11;2020;3;1;0;0.00;0.62;70.36208;16.76527;75.69865;0.00000;0.19
13;2020;3;1;0;0.00;0.62;47.09109;137.38332;10.82471;0.00000;0.05
17;2020;3;1;0;0.00;0.62;73.77300;1329.88000;41.61936;19.76444;0.16
19;2020;3;1;0;0.00;0.62;0.29507;0.06584;0.32356;0.00000;0.00
26;2020;3;1;0;0.00;0.62;154.16681;33.81439;161.40993;0.00000;0.37
2;2020;3;2;0;0.00;1.18;424.57831;6605.14258;142.12244;0.00000;0.53
4;2020;3;2;0;0.00;1.18;55.65297;35.87974;20.17991;0.00000;0.22
11;2020;3;2;0;0.00;1.18;75.79939;6.08138;69.59354;0.00000;0.21
13;2020;3;2;0;0.00;1.18;43.20577;101.88745;10.26239;0.00000;0.05
17;2020;3;2;0;0.00;1.18;72.73448;1277.10828;38.16059;13.90092;0.14
19;2020;3;2;0;0.00;1.18;0.33402;0.01204;0.29995;0.00000;0.00
26;2020;3;2;0;0.00;1.18;158.42644;18.26257;152.23407;0.00000;0.38
2;2020;3;3;0;16.33;0.53;417.77448;9804.31250;3352.33643;292.92365;0.89
4;2020;3;3;0;17.10;0.53;42.91013;273.23700;220.25691;0.00000;0.17
11;2020;3;3;0;16.96;0.53;52.88462;235.17172;208.64658;0.00000;0.15
13;2020;3;3;0;16.67;0.53;38.85622;300.69678;184.71442;0.00000;0.04
17;2020;3;3;0;16.58;0.53;71.69653;1785.95227;553.83051;70.43913;0.24
19;2020;3;3;0;16.52;0.53;0.18275;1.15249;1.07651;0.00000;0.00
26;2020;3;3;0;16.46;0.53;127.30821;662.49103;600.34216;0.00000;0.31
2;2020;3;4;0;22.68;0.31;480.65488;13440.00098;4749.92480;1534.34668;2.53
4;2020;3;4;0;23.62;0.31;88.21500;702.84387;345.57932;0.00000;0.34
11;2020;3;4;0;23.43;0.31;193.56143;1094.26965;677.84106;0.00000;0.53
13;2020;3;4;0;24.20;0.31;57.05642;682.12677;324.29553;0.00000;0.06
17;2020;3;4;0;24.79;0.31;80.76033;2160.00000;890.60046;601.37280;1.14
19;2020;3;4;0;24.77;0.31;0.92268;7.48487;5.36523;0.00000;0.01
26;2020;3;4;0;24.69;0.31;455.50153;4285.01709;3148.07910;0.00000;1.10
2;2020;3;5;0;0.37;0.46;537.59998;13440.00098;608.20142;74.56543;0.77
4;2020;3;5;0;0.37;0.46;123.36661;628.52380;48.04233;0.00000;0.48
11;2020;3;5;0;0.37;0.46;334.08194;910.35956;147.50604;0.00000;0.92
13;2020;3;5;0;0.37;0.46;76.31047;629.10522;22.67296;0.00000;0.08
17;2020;3;5;0;0.37;0.46;86.40000;2160.00000;133.50928;47.80396;0.22
19;2020;3;5;0;0.37;0.46;1.79263;6.12771;0.42136;0.00000;0.01
26;2020;3;5;0;0.37;0.46;883.68610;3597.74902;189.53183;0.00000;2.14
2;2020;3;6;0;0.14;0.22;537.59998;12757.68262;476.25638;621.07587;1.45
4;2020;3;6;0;0.15;0.22;118.56812;553.40631;43.32719;0.00000;0.46
11;2020;3;6;0;0.14;0.22;312.95801;741.85449;144.18170;0.00000;0.86
13;2020;3;6;0;0.14;0.22;74.14970;574.91394;19.91850;0.00000;0.08
17;2020;3;6;0;0.14;0.22;86.40000;2160.00000;113.20435;26.82324;0.19
19;2020;3;6;0;0.13;0.22;1.66974;4.88426;0.42628;0.00000;0.01
26;2020;3;6;0;0.13;0.22;830.51465;2957.97998;190.81218;0.00000;2.01
2;2020;3;7;0;0.00;0.76;527.74841;12073.46875;408.73062;545.05206;1.35
4;2020;3;7;0;0.00;0.76;113.33015;473.90161;38.15136;0.00000;0.44
11;2020;3;7;0;0.00;0.76;291.02505;574.48047;134.75972;0.00000;0.80
13;2020;3;7;0;0.00;0.76;71.81619;517.47925;17.12282;0.00000;0.08
17;2020;3;7;0;0.00;0.76;86.40000;2160.00000;95.65264;5.95483;0.15
19;2020;3;7;0;0.00;0.76;1.54058;3.69443;0.40955;0.00000;0.01
26;2020;3;7;0;0.00;0.76;774.74957;2336.18091;182.52347;0.00000;1.87
2;2020;3;8;0;0.36;1.16;517.52203;11464.48145;400.61514;477.38681;1.25
4;2020;3;8;0;0.47;1.16;107.25941;404.12610;39.50521;0.00000;0.42
11;2020;3;8;0;0.45;1.16;265.77377;431.94962;128.74422;0.00000;0.73
13;2020;3;8;0;0.43;1.16;69.18250;466.54947;19.79354;0.00000;0.07
17;2020;3;8;0;0.43;1.16;86.40000;2160.00000;98.36005;9.99170;0.16
19;2020;3;8;0;0.41;1.16;1.39522;2.67478;0.40866;0.00000;0.01
26;2020;3;8;0;0.40;1.16;712.49182;1790.59692;184.39828;0.00000;1.72
2;2020;3;9;0;45.59;1.78;508.10062;13440.00098;10629.91016;10031.34473;13.22
4;2020;3;9;0;49.36;1.78;101.36336;1679.64771;968.99963;0.00000;0.39
11;2020;3;9;0;48.65;1.78;240.18765;3882.49097;2738.28516;0.00000;0.66
13;2020;3;9;0;48.18;1.78;66.68433;1353.84106;692.19409;0.00000;0.07
17;2020;3;9;0;48.47;1.78;86.40000;2160.00000;2400.16602;2655.04492;4.56
19;2020;3;9;0;48.42;1.78;1.24409;18.06062;11.72102;0.00000;0.01
26;2020;3;9;0;48.12;1.78;648.30090;9471.87988;5787.40820;0.00000;1.57
2;2020;3;10;0;14.13;0.49;537.59998;13440.00098;4241.81396;4324.06152;6.10
4;2020;3;10;0;14.77;0.49;168.07677;1977.00159;262.63907;0.00000;0.65
11;2020;3;10;0;14.63;0.49;523.70551;4683.58008;698.95154;0.00000;1.45
13;2020;3;10;0;14.75;0.49;97.33362;1571.45325;197.68510;0.00000;0.10
17;2020;3;10;0;14.90;0.49;86.40000;2160.00000;869.03033;887.80737;1.62
19;2020;3;10;0;14.88;0.49;2.45069;21.42529;2.83622;0.00000;0.02
26;2020;3;10;0;14.83;0.49;1171.07007;11183.04883;1463.34119;0.00000;2.83
2;2020;3;11;0;0.24;0.34;537.59998;13440.00098;832.41125;296.59082;1.05
4;2020;3;11;0;0.38;0.34;178.08867;1839.47107;38.02340;0.00000;0.69
11;2020;3;11;0;0.35;0.34;559.76599;4235.43848;104.77439;0.00000;1.54
13;2020;3;11;0;0.33;0.34;102.62240;1489.07080;19.12423;0.00000;0.11
17;2020;3;11;0;0.33;0.34;86.40000;2160.00000;132.16194;46.65112;0.22
19;2020;3;11;0;0.31;0.34;2.60391;19.15171;0.30655;0.00000;0.02
26;2020;3;11;0;0.30;0.34;1242.18262;10094.43262;143.54514;0.00000;3.01
2;2020;3;12;0;2.57;0.82;537.59998;13440.00098;1132.89600;688.15137;1.54
4;2020;3;12;0;3.99;0.82;173.58829;1783.03210;66.58753;0.00000;0.67
11;2020;3;12;0;3.40;0.82;540.13348;3945.60059;119.64031;0.00000;1.49
13;2020;3;12;0;3.10;0.82;100.67937;1451.11047;40.90083;0.00000;0.11
17;2020;3;12;0;3.02;0.82;86.40000;2160.00000;206.98236;138.77295;0.37
19;2020;3;12;0;2.81;0.82;2.50225;17.50326;0.37087;0.00000;0.02
26;2020;3;12;0;2.77;0.82;1197.83374;9303.45605;179.77036;0.00000;2.90
2;2020;3;13;0;21.32;1.01;537.59998;13440.00098;5206.30811;5596.58301;7.69
4;2020;3;13;0;12.31;1.01;171.67862;1953.45654;174.65759;0.00000;0.67
11;2020;3;13;0;14.42;1.01;526.71173;4590.11572;564.85297;0.00000;1.45
13;2020;3;13;0;16.91;1.01;99.76069;1691.35913;204.43321;0.00000;0.10
17;2020;3;13;0;18.07;1.01;86.40000;2160.00000;887.99841;927.31714;1.69
19;2020;3;13;0;19.16;1.01;2.42357;22.17975;3.35271;0.00000;0.02
26;2020;3;13;0;19.90;1.01;1163.63538;11842.45410;1831.49451;0.00000;2.82
2;2020;3;14;0;0.38;0.40;537.59998;13440.00098;854.20764;322.80566;1.08
4;2020;3;14;0;0.10;0.40;177.33287;1810.25317;36.16826;0.00000;0.69
11;2020;3;14;0;0.10;0.40;555.77484;4132.44043;104.48941;0.00000;1.53
13;2020;3;14;0;0.10;0.40;105.33634;1601.89026;17.07851;0.00000;0.11
17;2020;3;14;0;0.10;0.40;86.40000;2160.00000;124.88767;37.49438;0.21
19;2020;3;14;0;0.10;0.40;2.63610;19.81123;0.29788;0.00000;0.02
26;2020;3;14;0;0.11;0.40;1267.70410;10699.44727;138.06387;0.00000;3.07
2;2020;3;15;0;0.00;0.43;537.59998;13440.00098;648.22180;98.97461;0.80
4;2020;3;15;0;0.00;0.43;172.60448;1666.90247;32.99349;0.00000;0.67
11;2020;3;15;0;0.00;0.43;535.43378;3686.68579;101.27992;0.00000;1.48
13;2020;3;15;0;0.00;0.43;103.32361;1511.74048;15.41252;0.00000;0.11
17;2020;3;15;0;0.00;0.43;86.40000;2160.00000;107.90012;19.62817;0.18
19;2020;3;15;0;0.00;0.43;2.53251;17.52243;0.29859;0.00000;0.02
26;2020;3;15;0;0.00;0.43;1222.84167;9588.08887;137.97765;0.00000;2.96
2;2020;3;16;0;0.00;1.01;537.59998;12788.62891;538.01202;624.51434;1.46
4;2020;3;16;0;0.00;1.01;167.62291;1520.93701;30.16023;0.00000;0.65
11;2020;3;16;0;0.00;1.01;514.17297;3242.19214;95.76099;0.00000;1.42
13;2020;3;16;0;0.00;1.01;101.22082;1419.52124;14.13607;0.00000;0.11
17;2020;3;16;0;0.00;1.01;86.40000;2160.00000;94.58309;3.80054;0.15
19;2020;3;16;0;0.00;1.01;2.42451;15.26822;0.29328;0.00000;0.02
26;2020;3;16;0;0.00;1.01;1176.15015;8487.32715;135.04988;0.00000;2.85
2;2020;3;17;0;4.52;0.93;528.20251;13440.00098;1312.04260;307.06836;1.05
4;2020;3;17;0;4.50;0.93;162.25780;1475.95129;63.93435;0.00000;0.63
11;2020;3;17;0;4.50;0.93;491.24966;3033.50586;121.05120;0.00000;1.36
13;2020;3;17;0;4.69;0.93;98.98430;1404.54651;49.88580;0.00000;0.10
17;2020;3;17;0;4.80;0.93;86.40000;2160.00000;233.04811;177.19556;0.44
19;2020;3;17;0;4.80;0.93;2.30884;14.21230;0.43623;0.00000;0.02
26;2020;3;17;0;4.80;0.93;1126.32227;7982.26465;222.85410;0.00000;2.73
2;2020;3;18;0;0.11;0.56;537.59998;12734.80762;461.23260;618.53418;1.45
4;2020;3;18;0;0.10;0.56;160.53764;1342.33435;30.09224;0.00000;0.62
11;2020;3;18;0;0.10;0.56;479.78369;2641.87451;97.62208;0.00000;1.32
13;2020;3;18;0;0.16;0.56;98.61237;1319.78027;15.26778;0.00000;0.10
17;2020;3;18;0;0.20;0.56;86.40000;2160.00000;94.29662;6.90503;0.16
19;2020;3;18;0;0.20;0.56;2.25085;12.25319;0.31745;0.00000;0.02
26;2020;3;18;0;0.20;0.56;1102.05750;7014.76904;147.15027;0.00000;2.67
2;2020;3;19;0;0.00;1.05;527.41229;12036.59180;397.74588;540.95459;1.34
4;2020;3;19;0;0.00;1.05;155.22000;1206.00427;27.01130;0.00000;0.60
11;2020;3;19;0;0.00;1.05;456.80948;2253.09570;91.93195;0.00000;1.26
13;2020;3;19;0;0.00;1.05;96.45719;1231.19800;12.92172;0.00000;0.10
17;2020;3;19;0;0.00;1.05;86.40000;2047.84216;78.30044;99.53801;0.31
19;2020;3;19;0;0.00;1.05;2.13540;10.30800;0.30194;0.00000;0.02
26;2020;3;19;0;0.00;1.05;1052.65320;6045.89941;138.86018;0.00000;2.55
2;2020;3;20;0;7.33;2.36;516.96033;13440.00098;1689.36047;23.65234;0.68
4;2020;3;20;0;7.30;2.36;149.42972;1214.75403;84.93312;0.00000;0.58
11;2020;3;20;0;7.30;2.36;431.71234;2162.95557;129.92711;0.00000;1.19
13;2020;3;20;0;7.56;2.36;94.10735;1257.30835;72.07911;0.00000;0.10
17;2020;3;20;0;7.70;2.36;84.77998;2160.00000;314.04156;161.46753;0.41
19;2020;3;20;0;7.70;2.36;2.00831;9.91408;0.56304;0.00000;0.02
26;2020;3;20;0;7.70;2.36;998.55157;5857.18311;287.08841;0.00000;2.42
2;2020;3;21;0;0.27;0.41;537.59998;12704.51074;416.39365;615.16785;1.45
4;2020;3;21;0;0.27;0.41;149.81364;1095.84314;30.63093;0.00000;0.58
11;2020;3;21;0;0.27;0.41;425.50031;1839.41077;101.18611;0.00000;1.17
13;2020;3;21;0;0.25;0.41;94.81102;1178.43225;15.90332;0.00000;0.10
17;2020;3;21;0;0.24;0.41;86.40000;2160.00000;87.28152;0.84009;0.15
19;2020;3;21;0;0.24;0.41;1.98072;8.27883;0.34645;0.00000;0.02
26;2020;3;21;0;0.24;0.41;987.37390;5029.03467;159.71585;0.00000;2.39
2;2020;3;22;0;0.36;0.54;526.96661;12026.82227;387.42029;539.86914;1.34
4;2020;3;22;0;0.36;0.54;144.43405;981.42059;29.52300;0.00000;0.56
11;2020;3;22;0;0.36;0.54;401.71716;1537.89282;98.84163;0.00000;1.11
13;2020;3;22;0;0.35;0.54;92.65538;1102.08020;16.07351;0.00000;0.10
17;2020;3;22;0;0.35;0.54;86.40000;2054.74609;81.27922;100.30513;0.31
19;2020;3;22;0;0.35;0.54;1.85795;6.76998;0.34542;0.00000;0.02
26;2020;3;22;0;0.35;0.54;935.36371;4254.19434;158.67062;0.00000;2.26
2;2020;3;23;0;0.54;0.70;516.81134;11432.38770;391.02399;473.82089;1.24
4;2020;3;23;0;0.54;0.70;138.88919;873.27209;29.36275;0.00000;0.54
11;2020;3;23;0;0.54;0.70;376.98120;1261.25867;96.60571;0.00000;1.04
13;2020;3;23;0;0.55;0.70;90.47816;1029.30652;16.73480;0.00000;0.09
17;2020;3;23;0;0.55;0.70;84.88135;1962.66711;81.92936;90.07412;0.29
19;2020;3;23;0;0.55;0.70;1.72988;5.40447;0.34505;0.00000;0.01
26;2020;3;23;0;0.55;0.70;881.42438;3542.95020;160.33829;0.00000;2.13
2;2020;3;24;0;8.36;0.89;507.59518;12538.24805;1879.10815;596.69421;1.39
4;2020;3;24;0;8.33;0.89;133.25053;923.81604;97.24156;0.00000;0.52
11;2020;3;24;0;8.33;0.89;351.35663;1284.38770;146.23401;0.00000;0.97
13;2020;3;24;0;8.60;0.89;88.31042;1082.79810;82.41395;0.00000;0.09
17;2020;3;24;0;8.76;0.89;83.51107;2160.00000;336.52356;112.89429;0.33
19;2020;3;24;0;8.76;0.89;1.59693;5.58516;0.68316;0.00000;0.01
26;2020;3;24;0;8.76;0.89;826.00201;3639.90771;356.85867;0.00000;2.00
2;2020;3;25;0;0.00;1.42;524.50806;11806.53223;345.54694;515.39246;1.30
4;2020;3;25;0;0.00;1.42;135.93874;806.80457;28.61066;0.00000;0.53
11;2020;3;25;0;0.00;1.42;353.63043;1013.30133;107.73440;0.00000;0.98
13;2020;3;25;0;0.00;1.42;89.91301;1000.58600;14.10574;0.00000;0.09
17;2020;3;25;0;0.00;1.42;86.40000;2044.03955;75.70958;99.11550;0.31
19;2020;3;25;0;0.00;1.42;1.61568;4.24773;0.39334;0.00000;0.01
26;2020;3;25;0;0.00;1.42;833.95630;2923.31958;176.77362;0.00000;2.02
2;2020;3;26;0;0.10;1.56;513.43097;11126.40723;308.94943;439.82306;1.20
4;2020;3;26;0;0.10;1.56;129.55801;694.72278;26.51498;0.00000;0.50
11;2020;3;26;0;0.10;1.56;325.08859;766.63690;101.10434;0.00000;0.90
13;2020;3;26;0;0.10;1.56;87.42773;920.90466;13.84591;0.00000;0.09
17;2020;3;26;0;0.10;1.56;84.72408;1934.64917;68.20570;86.96102;0.29
19;2020;3;26;0;0.10;1.56;1.46608;3.05491;0.37554;0.00000;0.01
26;2020;3;26;0;0.10;1.56;771.51471;2267.49756;169.51831;0.00000;1.87
2;2020;3;27;0;3.21;1.03;502.73038;11137.13672;845.88049;441.01514;1.18
4;2020;3;27;0;3.20;1.03;122.85870;651.17401;52.84657;0.00000;0.48
11;2020;3;27;0;3.20;1.03;294.43967;654.16943;118.54543;0.00000;0.81
13;2020;3;27;0;3.26;1.03;84.88985;894.22760;39.47457;0.00000;0.09
17;2020;3;27;0;3.30;1.03;83.08592;1943.51917;161.31819;87.94657;0.28
19;2020;3;27;0;3.30;1.03;1.30418;2.53201;0.48950;0.00000;0.01
26;2020;3;27;0;3.30;1.03;704.98431;1957.92834;237.68880;0.00000;1.71
2;2020;3;28;0;0.00;1.32;502.90250;10496.28125;265.05630;369.80908;1.09
4;2020;3;28;0;0.00;1.32;120.06760;548.75244;25.57267;0.00000;0.47
11;2020;3;28;0;0.00;1.32;278.31610;455.21628;97.73682;0.00000;0.77
13;2020;3;28;0;0.00;1.32;84.00862;817.15326;12.48032;0.00000;0.09
17;2020;3;28;0;0.00;1.32;83.22093;1840.81592;62.54690;76.53511;0.27
19;2020;3;28;0;0.00;1.32;1.22010;1.60471;0.37334;0.00000;0.01
26;2020;3;28;0;0.00;1.32;669.19000;1412.43420;167.87448;0.00000;1.62
2;2020;3;29;0;9.53;0.50;492.43314;11939.81836;2087.42676;530.20203;1.28
4;2020;3;29;0;9.50;0.50;112.99091;637.33417;114.94354;0.00000;0.44
11;2020;3;29;0;9.50;0.50;244.70273;562.56042;164.41745;0.00000;0.68
13;2020;3;29;0;9.76;0.50;81.36324;895.12457;95.21651;0.00000;0.09
17;2020;3;29;0;9.90;0.50;81.63243;2160.00000;362.95502;27.42822;0.18
19;2020;3;29;0;9.90;0.50;1.03773;2.22244;0.82526;0.00000;0.01
26;2020;3;29;0;9.90;0.50;595.94086;1720.93970;427.67914;0.00000;1.44
2;2020;3;30;0;22.88;0.56;515.48108;13440.00098;4816.73340;3769.39355;5.37
4;2020;3;30;0;22.80;0.56;119.15546;1060.58569;319.37515;0.00000;0.46
11;2020;3;30;0;22.80;0.56;263.80298;1741.62085;949.03101;0.00000;0.73
13;2020;3;30;0;23.50;0.56;84.03851;1264.36279;291.04028;0.00000;0.09
17;2020;3;30;0;23.89;0.56;86.40000;2160.00000;936.70074;1019.88916;1.84
19;2020;3;30;0;23.90;0.56;1.16491;9.43473;6.08997;0.00000;0.01
26;2020;3;30;0;23.90;0.56;639.23352;5448.28223;3111.48022;0.00000;1.55
2;2020;3;31;0;7.38;0.80;537.59998;13440.00098;2059.77393;1831.20410;2.97
4;2020;3;31;0;7.10;0.80;142.76701;1133.42932;136.85532;0.00000;0.55
11;2020;3;31;0;7.11;0.80;394.00201;1950.85425;385.61426;0.00000;1.09
13;2020;3;31;0;9.53;0.80;94.99951;1369.41699;128.37508;0.00000;0.10
17;2020;3;31;0;10.87;0.80;86.40000;2160.00000;625.34265;613.78174;1.17
