ETATS FONTE NEIGE;DEGRE JOUR MODIFIE( 4.3.1.0000 )
DATE_HEURE;2020-01-01 00:00

UHRH;STOCK CONIFERS;STOCK FEUILLUS;STOCK DECOUVERT;HAUTEUR CONIFERS;HAUTEUR FEUILLUS;HAUTEUR DECOUVERT;CHALEUR CONIFERS;CHALEUR FEUILLUS;CHALEUR DECOUVERT;EAU RETENUE CONIFERS;EAU RETENUE FEUILLUS;EAU RETENUE DECOUVERT;ALBEDO CONIFERS;ALBEDO FEUILLUS;ALBEDO DECOUVERT
1;0.015879301354;0.015879301354;0.015879301354;0.100597731769;0.100597731769;0.100597731769;0.000000000000;0.000000000000;0.000000000000;0.000228724719;0.000228724719;0.000228724719;0.797127068043;0.797127068043;0.797127068043
2;0.015894357115;0.015894357115;0.015894357115;0.100693456829;0.100693456829;0.100693456829;0.000000000000;0.000000000000;0.000000000000;0.000228938268;0.000228938268;0.000228938268;0.797144412994;0.797144412994;0.797144412994
3;0.015879301354;0.015879301354;0.015879301354;0.100597731769;0.100597731769;0.100597731769;0.000000000000;0.000000000000;0.000000000000;0.000228724719;0.000228724719;0.000228724719;0.797127068043;0.797127068043;0.797127068043
4;0.015879301354;0.015879301354;0.015879301354;0.100597731769;0.100597731769;0.100597731769;0.000000000000;0.000000000000;0.000000000000;0.000228724719;0.000228724719;0.000228724719;0.797127068043;0.797127068043;0.797127068043
5;0.015879301354;0.015879301354;0.015879301354;0.100597731769;0.100597731769;0.100597731769;0.000000000000;0.000000000000;0.000000000000;0.000228724719;0.000228724719;0.000228724719;0.797127068043;0.797127068043;0.797127068043
6;0.015879301354;0.015879301354;0.015879301354;0.100597731769;0.100597731769;0.100597731769;0.000000000000;0.000000000000;0.000000000000;0.000228724719;0.000228724719;0.000228724719;0.797127068043;0.797127068043;0.797127068043
7;0.015879301354;0.015879301354;0.015879301354;0.100597731769;0.100597731769;0.100597731769;0.000000000000;0.000000000000;0.000000000000;0.000228724719;0.000228724719;0.000228724719;0.797127068043;0.797127068043;0.797127068043
8;0.015978969634;0.015978969634;0.015978969634;0.101231291890;0.101231291890;0.101231291890;0.000000000000;0.000000000000;0.000000000000;0.000230138292;0.000230138292;0.000230138292;0.797238945961;0.797238945961;0.797238945961
9;0.015879301354;0.015879301354;0.015879301354;0.100597731769;0.100597731769;0.100597731769;0.000000000000;0.000000000000;0.000000000000;0.000228724719;0.000228724719;0.000228724719;0.797127068043;0.797127068043;0.797127068043
10;0.015879301354;0.015879301354;0.015879301354;0.100597731769;0.100597731769;0.100597731769;0.000000000000;0.000000000000;0.000000000000;0.000228724719;0.000228724719;0.000228724719;0.797127068043;0.797127068043;0.797127068043
11;0.015879752114;0.015879752114;0.015879752114;0.100600615144;0.100600615144;0.100600615144;0.000000000000;0.000000000000;0.000000000000;0.000228731107;0.000228731107;0.000228731107;0.797127604485;0.797127604485;0.797127604485
12;0.016055293381;0.016055293381;0.016055293381;0.101716458797;0.101716458797;0.101716458797;0.125000000000;0.125000000000;0.125000000000;0.000231220823;0.000231220823;0.000231220823;0.797319889069;0.797319889069;0.797319889069
13;0.016011001542;0.016011001542;0.016011001542;0.101434916258;0.101434916258;0.101434916258;0.000000000000;0.000000000000;0.000000000000;0.000230592661;0.000230592661;0.000230592661;0.797273397446;0.797273397446;0.797273397446
14;0.015879301354;0.015879301354;0.015879301354;0.100597731769;0.100597731769;0.100597731769;0.000000000000;0.000000000000;0.000000000000;0.000228724719;0.000228724719;0.000228724719;0.797127068043;0.797127068043;0.797127068043
15;0.015879301354;0.015879301354;0.015879301354;0.100597731769;0.100597731769;0.100597731769;0.000000000000;0.000000000000;0.000000000000;0.000228724719;0.000228724719;0.000228724719;0.797127068043;0.797127068043;0.797127068043
16;0.015879301354;0.015879301354;0.015879301354;0.100597731769;0.100597731769;0.100597731769;0.000000000000;0.000000000000;0.000000000000;0.000228724719;0.000228724719;0.000228724719;0.797127068043;0.797127068043;0.797127068043
17;0.016083503142;0.016083503142;0.016083503142;0.101895779371;0.101895779371;0.101895779371;0.125000000000;0.125000000000;0.125000000000;0.000231620943;0.000231620943;0.000231620943;0.797348797321;0.797348797321;0.797348797321
18;0.016078017652;0.016078017652;0.016078017652;0.101860925555;0.101860925555;0.101860925555;0.125000000000;0.125000000000;0.125000000000;0.000231543105;0.000231543105;0.000231543105;0.797343254089;0.797343254089;0.797343254089
19;0.016084870324;0.016084870324;0.016084870324;0.101904481649;0.101904481649;0.101904481649;0.000000000000;0.000000000000;0.000000000000;0.000231640326;0.000231640326;0.000231640326;0.797350168228;0.797350168228;0.797350168228
20;0.016084870324;0.016084870324;0.016084870324;0.101904481649;0.101904481649;0.101904481649;0.000000000000;0.000000000000;0.000000000000;0.000231640326;0.000231640326;0.000231640326;0.797350168228;0.797350168228;0.797350168228
21;0.016084870324;0.016084870324;0.016084870324;0.101904481649;0.101904481649;0.101904481649;0.000000000000;0.000000000000;0.000000000000;0.000231640326;0.000231640326;0.000231640326;0.797350168228;0.797350168228;0.797350168228
22;0.016084870324;0.016084870324;0.016084870324;0.101904481649;0.101904481649;0.101904481649;0.000000000000;0.000000000000;0.000000000000;0.000231640326;0.000231640326;0.000231640326;0.797350168228;0.797350168228;0.797350168228
23;0.016084870324;0.016084870324;0.016084870324;0.101904481649;0.101904481649;0.101904481649;0.000000000000;0.000000000000;0.000000000000;0.000231640326;0.000231640326;0.000231640326;0.797350168228;0.797350168228;0.797350168228
24;0.016084870324;0.016084870324;0.016084870324;0.101904481649;0.101904481649;0.101904481649;0.000000000000;0.000000000000;0.000000000000;0.000231640326;0.000231640326;0.000231640326;0.797350168228;0.797350168228;0.797350168228
25;0.016084870324;0.016084870324;0.016084870324;0.101904481649;0.101904481649;0.101904481649;0.000000000000;0.000000000000;0.000000000000;0.000231640326;0.000231640326;0.000231640326;0.797350168228;0.797350168228;0.797350168228
26;0.016084870324;0.016084870324;0.016084870324;0.101904481649;0.101904481649;0.101904481649;0.000000000000;0.000000000000;0.000000000000;0.000231640326;0.000231640326;0.000231640326;0.797350168228;0.797350168228;0.797350168228
27;0.016084870324;0.016084870324;0.016084870324;0.101904481649;0.101904481649;0.101904481649;0.000000000000;0.000000000000;0.000000000000;0.000231640326;0.000231640326;0.000231640326;0.797350168228;0.797350168228;0.797350168228
28;0.016084870324;0.016084870324;0.016084870324;0.101904481649;0.101904481649;0.101904481649;0.000000000000;0.000000000000;0.000000000000;0.000231640326;0.000231640326;0.000231640326;0.797350168228;0.797350168228;0.797350168228
29;0.016084870324;0.016084870324;0.016084870324;0.101904481649;0.101904481649;0.101904481649;0.000000000000;0.000000000000;0.000000000000;0.000231640326;0.000231640326;0.000231640326;0.797350168228;0.797350168228;0.797350168228
30;0.016084870324;0.016084870324;0.016084870324;0.101904481649;0.101904481649;0.101904481649;0.000000000000;0.000000000000;0.000000000000;0.000231640326;0.000231640326;0.000231640326;0.797350168228;0.797350168228;0.797350168228
31;0.016084870324;0.016084870324;0.016084870324;0.101904481649;0.101904481649;0.101904481649;0.000000000000;0.000000000000;0.000000000000;0.000231640326;0.000231640326;0.000231640326;0.797350168228;0.797350168228;0.797350168228
32;0.016084870324;0.016084870324;0.016084870324;0.101904481649;0.101904481649;0.101904481649;0.000000000000;0.000000000000;0.000000000000;0.000231640326;0.000231640326;0.000231640326;0.797350168228;0.797350168228;0.797350168228
33;0.016084870324;0.016084870324;0.016084870324;0.101904481649;0.101904481649;0.101904481649;0.000000000000;0.000000000000;0.000000000000;0.000231640326;0.000231640326;0.000231640326;0.797350168228;0.797350168228;0.797350168228
34;0.016084870324;0.016084870324;0.016084870324;0.101904481649;0.101904481649;0.101904481649;0.000000000000;0.000000000000;0.000000000000;0.000231640326;0.000231640326;0.000231640326;0.797350168228;0.797350168228;0.797350168228
35;0.016084870324;0.016084870324;0.016084870324;0.101904481649;0.101904481649;0.101904481649;0.000000000000;0.000000000000;0.000000000000;0.000231640326;0.000231640326;0.000231640326;0.797350168228;0.797350168228;0.797350168228
36;0.016084870324;0.016084870324;0.016084870324;0.101904481649;0.101904481649;0.101904481649;0.000000000000;0.000000000000;0.000000000000;0.000231640326;0.000231640326;0.000231640326;0.797350168228;0.797350168228;0.797350168228
37;0.016084870324;0.016084870324;0.016084870324;0.101904481649;0.101904481649;0.101904481649;0.000000000000;0.000000000000;0.000000000000;0.000231640326;0.000231640326;0.000231640326;0.797350168228;0.797350168228;0.797350168228
38;0.016084870324;0.016084870324;0.016084870324;0.101904481649;0.101904481649;0.101904481649;0.000000000000;0.000000000000;0.000000000000;0.000231640326;0.000231640326;0.000231640326;0.797350168228;0.797350168228;0.797350168228
39;0.016084870324;0.016084870324;0.016084870324;0.101904481649;0.101904481649;0.101904481649;0.000000000000;0.000000000000;0.000000000000;0.000231640326;0.000231640326;0.000231640326;0.797350168228;0.797350168228;0.797350168228
40;0.016084870324;0.016084870324;0.016084870324;0.101904481649;0.101904481649;0.101904481649;0.000000000000;0.000000000000;0.000000000000;0.000231640326;0.000231640326;0.000231640326;0.797350168228;0.797350168228;0.797350168228
41;0.016084870324;0.016084870324;0.016084870324;0.101904481649;0.101904481649;0.101904481649;0.000000000000;0.000000000000;0.000000000000;0.000231640326;0.000231640326;0.000231640326;0.797350168228;0.797350168228;0.797350168228
42;0.016084870324;0.016084870324;0.016084870324;0.101904481649;0.101904481649;0.101904481649;0.000000000000;0.000000000000;0.000000000000;0.000231640326;0.000231640326;0.000231640326;0.797350168228;0.797350168228;0.797350168228
43;0.016084870324;0.016084870324;0.016084870324;0.101904481649;0.101904481649;0.101904481649;0.000000000000;0.000000000000;0.000000000000;0.000231640326;0.000231640326;0.000231640326;0.797350168228;0.797350168228;0.797350168228
44;0.016084870324;0.016084870324;0.016084870324;0.101904481649;0.101904481649;0.101904481649;0.000000000000;0.000000000000;0.000000000000;0.000231640326;0.000231640326;0.000231640326;0.797350168228;0.797350168228;0.797350168228
45;0.016084870324;0.016084870324;0.016084870324;0.101904481649;0.101904481649;0.101904481649;0.000000000000;0.000000000000;0.000000000000;0.000231640326;0.000231640326;0.000231640326;0.797350168228;0.797350168228;0.797350168228
46;0.016084870324;0.016084870324;0.016084870324;0.101904481649;0.101904481649;0.101904481649;0.000000000000;0.000000000000;0.000000000000;0.000231640326;0.000231640326;0.000231640326;0.797350168228;0.797350168228;0.797350168228
47;0.016084870324;0.016084870324;0.016084870324;0.101904481649;0.101904481649;0.101904481649;0.000000000000;0.000000000000;0.000000000000;0.000231640326;0.000231640326;0.000231640326;0.797350168228;0.797350168228;0.797350168228
48;0.016084870324;0.016084870324;0.016084870324;0.101904481649;0.101904481649;0.101904481649;0.000000000000;0.000000000000;0.000000000000;0.000231640326;0.000231640326;0.000231640326;0.797350168228;0.797350168228;0.797350168228
49;0.016084870324;0.016084870324;0.016084870324;0.101904481649;0.101904481649;0.101904481649;0.000000000000;0.000000000000;0.000000000000;0.000231640326;0.000231640326;0.000231640326;0.797350168228;0.797350168228;0.797350168228
50;0.016084870324;0.016084870324;0.016084870324;0.101904481649;0.101904481649;0.101904481649;0.000000000000;0.000000000000;0.000000000000;0.000231640326;0.000231640326;0.000231640326;0.797350168228;0.797350168228;0.797350168228
51;0.016084870324;0.016084870324;0.016084870324;0.101904481649;0.101904481649;0.101904481649;0.000000000000;0.000000000000;0.000000000000;0.000231640326;0.000231640326;0.000231640326;0.797350168228;0.797350168228;0.797350168228
52;0.016084870324;0.016084870324;0.016084870324;0.101904481649;0.101904481649;0.101904481649;0.000000000000;0.000000000000;0.000000000000;0.000231640326;0.000231640326;0.000231640326;0.797350168228;0.797350168228;0.797350168228
53;0.016084870324;0.016084870324;0.016084870324;0.101904481649;0.101904481649;0.101904481649;0.000000000000;0.000000000000;0.000000000000;0.000231640326;0.000231640326;0.000231640326;0.797350168228;0.797350168228;0.797350168228
54;0.016084870324;0.016084870324;0.016084870324;0.101904481649;0.101904481649;0.101904481649;0.000000000000;0.000000000000;0.000000000000;0.000231640326;0.000231640326;0.000231640326;0.797350168228;0.797350168228;0.797350168228
55;0.016084870324;0.016084870324;0.016084870324;0.101904481649;0.101904481649;0.101904481649;0.000000000000;0.000000000000;0.000000000000;0.000231640326;0.000231640326;0.000231640326;0.797350168228;0.797350168228;0.797350168228
56;0.016084870324;0.016084870324;0.016084870324;0.101904481649;0.101904481649;0.101904481649;0.000000000000;0.000000000000;0.000000000000;0.000231640326;0.000231640326;0.000231640326;0.797350168228;0.797350168228;0.797350168228
