ETATS BILAN VERTICAL;BV3C2( 4.3.1.0000 )
DATE_HEURE;2020-01-01 00:00

UHRH;THETA 1;THETA 2;THETA 3;MH WETVOL
202;0.333706080914;0.328352898359;0.362445950508;-999.000000000000
203;0.334289431572;0.329190731049;0.367725461721;1099.345214843750
204;0.334018200636;0.328806102276;0.365424633026;-999.000000000000
205;0.331076145172;0.325344473124;0.350549042225;113.557136535645
206;0.335251241922;0.330467671156;0.376973658800;91.075927734375
207;0.413617402315;0.422050267458;0.433999985456;2282.093994140625
208;0.410535246134;0.410345166922;0.465194880962;-999.000000000000
209;0.409784227610;0.408807247877;0.463710844517;-999.000000000000
210;0.407230228186;0.404458194971;0.458969950676;-999.000000000000
211;0.406198531389;0.402693778276;0.456572026014;-999.000000000000
212;0.403682976961;0.398322016001;0.446420490742;-999.000000000000
213;0.402881413698;0.397054523230;0.440140694380;-999.000000000000
214;0.406175941229;0.402651011944;0.456578135490;3.405813694000
215;0.403852015734;0.398618847132;0.447821646929;-999.000000000000
216;0.368287086487;0.397024720907;0.433999985456;2320.177001953125
217;0.337914317846;0.334216654301;0.397834837437;834.955505371094
218;0.339471280575;0.337082952261;0.404622137547;145.029251098633
219;0.336920440197;0.332458168268;0.388197749853;39.252552032471
220;0.337341487408;0.333591043949;0.396169453859;4254.735351562500
221;0.341178745031;0.340081751347;0.409112870693;-999.000000000000
222;0.410796105862;0.410546720028;0.465205550194;-999.000000000000
223;0.336316883564;0.331528156996;0.381330281496;-999.000000000000
224;0.336128145456;0.332095712423;0.389605283737;335.613159179688
225;0.334266901016;0.329835265875;0.377125203609;302.413238525391
226;0.333463013172;0.328746944666;0.370884239674;587.919128417969
227;0.333008944988;0.328069031239;0.366488516331;147.053176879883
228;0.333728849888;0.329154074192;0.373749166727;88.240585327148
229;0.332467943430;0.327249884605;0.360707402229;0.000000000000
230;0.333343505859;0.328594744205;0.370024114847;8.887315750122
231;0.334829390049;0.330853015184;0.384594112635;115.001396179199
232;0.334596961737;0.330448389053;0.381928145885;163.215652465820
233;0.333465516567;0.328743219376;0.370491713285;0.878189086914
234;0.340017557144;0.340060561895;0.409750759602;2610.165771484375
235;0.333498626947;0.328813910484;0.370806485415;0.000000000000
236;0.335149735212;0.331758946180;0.391462624073;52.099765777588
237;0.334215193987;0.329891324043;0.377886265516;-999.000000000000
238;0.334054648876;0.329713582993;0.377288848162;63.253364562988
239;0.334756433964;0.331071227789;0.387172102928;77.394836425781
240;0.335509568453;0.332175135612;0.393291443586;11.554558753967
241;0.334948569536;0.331466972828;0.389808088541;7.756349563599
242;0.332871705294;0.328005015850;0.366880089045;0.574308276176
243;0.332745999098;0.328178644180;0.369875878096;500.889831542969
244;0.334866940975;0.331284612417;0.388608902693;-999.000000000000
245;0.336309701204;0.334374129772;0.401208877563;82.045738220215
246;0.334743142128;0.331579864025;0.391695916653;0.000000000000
247;0.340313017368;0.343054145575;0.413212358952;1.219245910645
248;0.332164645195;0.327616602182;0.368965476751;0.696675539017
249;0.331744551659;0.327021479607;0.364572018385;-999.000000000000
250;0.337281763554;0.336704075336;0.405764698982;-999.000000000000
251;0.332481592894;0.328826189041;0.378950625658;244.828628540039
252;0.331129610538;0.326138049364;0.359729975462;0.000000000000
253;0.333139717579;0.330069214106;0.386488556862;-999.000000000000
254;0.330869525671;0.326685309410;0.368371874094;-999.000000000000
255;0.332801997662;0.329671680927;0.384757131338;31.178672790527
256;0.330909013748;0.326738089323;0.368489831686;0.000000000000
257;0.334524601698;0.332564771175;0.397810786963;184.816619873047
258;0.332114756107;0.328608483076;0.379011243582;1.140555262566
259;0.331859767437;0.328184157610;0.376609802246;0.992468535900
260;0.332516282797;0.329297423363;0.382792800665;-999.000000000000
261;0.331697702408;0.327961772680;0.375268369913;4.911366939545
262;0.331521689892;0.327722162008;0.374121576548;3.952485084534
263;0.331323266029;0.327451080084;0.372820198536;-999.000000000000
264;0.330726534128;0.326555728912;0.368150353432;-999.000000000000
265;0.335419595242;0.334116280079;0.401545107365;6.838050842285
266;0.331605374813;0.327828794718;0.374647498131;0.000000000000
267;0.330284953117;0.325871437788;0.364457666874;-999.000000000000
268;0.331961065531;0.328362911940;0.377567768097;150.386047363281
269;0.332015603781;0.328492075205;0.378339648247;-999.000000000000
270;0.331674069166;0.327929824591;0.375153958797;66.122070312500
271;0.331076741219;0.327063977718;0.370671808720;-999.000000000000
272;0.333153039217;0.329849630594;0.384894132614;4.787533760071
273;0.331283569336;0.327355802059;0.372104108334;27.621112823486
274;0.332800060511;0.329260349274;0.381129384041;179.767089843750
275;0.333411425352;0.330668717623;0.390191346407;774.707214355469
276;0.331947743893;0.328358381987;0.377919495106;165.921585083008
277;0.335751831532;0.334746152163;0.402798533440;3.723070621490
278;0.333089053631;0.330134391785;0.387214660645;13.726854324341
279;0.332232832909;0.328800618649;0.379933983088;1.653521656990
280;0.333630084991;0.331013441086;0.391858696938;42.213344573975
281;0.266707450151;0.261454403400;0.375650912523;71.274436950684
282;0.334693312645;0.332870513201;0.398670464754;0.893671214581
283;0.331965863705;0.328393220901;0.377738475800;0.000000000000
284;0.332285046577;0.328912854195;0.380618631840;-999.000000000000
285;0.332583636045;0.329233586788;0.381890624762;19.579610824585
286;0.333090096712;0.329815119505;0.384394526482;13.763571739197
287;0.332002341747;0.328403323889;0.377570688725;-999.000000000000
288;0.331370294094;0.327419310808;0.372113615274;-999.000000000000
289;0.332522094250;0.329269051552;0.382501155138;0.000000000000
290;0.332303762436;0.328898042440;0.380513310432;1042.296508789062
291;0.331685960293;0.327944338322;0.375426501036;1293.500488281250
292;0.333180636168;0.330279946327;0.388019680977;427.043212890625
293;0.333135843277;0.330259561539;0.388314843178;-999.000000000000
294;0.333107739687;0.330179303885;0.387619286776;-999.000000000000
295;0.330397427082;0.325325131416;0.357146203518;54.089038848877
296;0.337685585022;0.336942702532;0.405873894691;82.375022888184
297;0.332741588354;0.328570365906;0.374565631151;-999.000000000000
298;0.332715392113;0.328475385904;0.373251080513;-999.000000000000
299;0.331060647964;0.326017975807;0.358926206827;-999.000000000000
300;0.331461399794;0.326607286930;0.362186342478;-999.000000000000
301;0.332588434219;0.328321754932;0.372951805592;44.911357879639
302;0.331142157316;0.326154232025;0.359783679247;0.000000000000
303;0.331428647041;0.326596289873;0.362794578075;125.772445678711
304;0.332951247692;0.327978134155;0.365348786116;4.699585914612
305;0.333481997252;0.328859746456;0.371838450432;301.942169189453
306;0.333448857069;0.328709959984;0.370150595903;853.840759277344
307;0.334743916988;0.330720543861;0.383979916573;32.163150787354
308;0.331743299961;0.326184004545;0.354474157095;0.000000000000
309;0.334605813026;0.330483227968;0.382046908140;32.426551818848
310;0.332909822464;0.327911525965;0.364848703146;31.155218124390
311;0.335117161274;0.331265062094;0.386923521757;123.875282287598
312;0.332026809454;0.327212393284;0.364474296570;188.817321777344
313;0.332669347525;0.328312635422;0.372227340937;81.588966369629
314;0.335440039635;0.332883149385;0.397411495447;-999.000000000000
315;0.333591818810;0.329865157604;0.382121354342;-999.000000000000
316;0.331786900759;0.327103763819;0.365284025669;473.029235839844
317;0.331043869257;0.326025158167;0.359201431274;0.743509709835
318;0.331601947546;0.326828002930;0.363542199135;0.000000000000
319;0.331679075956;0.326947420835;0.364408850670;42.052783966064
320;0.332067877054;0.326687246561;0.357746720314;0.000000000000
321;0.332425326109;0.327174574137;0.360157638788;-999.000000000000
322;0.332540839911;0.327347844839;0.361164659262;162.311370849609
323;0.333004504442;0.328060090542;0.366287797689;15.928578376770
324;0.333657979965;0.329036146402;0.372478991747;171.458724975586
325;0.332275539637;0.326956033707;0.358835399151;-999.000000000000
326;0.332842260599;0.327808201313;0.364164084196;0.000000000000
327;0.332921624184;0.327913016081;0.364799052477;201.564025878906
328;0.332794904709;0.327746927738;0.363892525434;0.000000000000
329;0.371216118336;0.400386005640;0.433999985456;488.484649658203
330;0.333058089018;0.328180611134;0.367081046104;-999.000000000000
331;0.346210807562;0.355037361383;0.422344297171;1436.509521484375
332;0.333897292614;0.329442888498;0.375469237566;-999.000000000000
333;0.332435637712;0.327227354050;0.360844165087;-999.000000000000
334;0.332658946514;0.327582687140;0.363347738981;-999.000000000000
335;0.332382589579;0.327165961266;0.360729545355;-999.000000000000
336;0.332815855742;0.327820241451;0.364872008562;-999.000000000000
337;0.332581132650;0.327453643084;0.362333536148;3.577334880829
338;0.332810074091;0.327795505524;0.364528447390;0.000000000000
339;0.331997513771;0.326581388712;0.357065409422;0.138399288058
340;0.333627700806;0.329007536173;0.372421473265;90.973419189453
341;0.333136022091;0.328243017197;0.366911202669;24.625045776367
342;0.333911478519;0.329412490129;0.375041633844;-999.000000000000
343;0.333226859570;0.328410923481;0.368762135506;0.964658081532
344;0.333704918623;0.329134553671;0.373210161924;-999.000000000000
345;0.334236979485;0.329947918653;0.378935605288;-999.000000000000
346;0.335591107607;0.332091033459;0.392309486866;6.894868373871
347;0.341821342707;0.344060629606;0.413886398077;-999.000000000000
348;0.334494531155;0.330334365368;0.381152987480;8.236660957336
349;0.339775085449;0.339447021484;0.408933430910;11.293454170227
350;0.333705812693;0.329105198383;0.373034387827;88.969696044922
351;0.335850000381;0.332477658987;0.394195169210;1811.587890625000
352;0.391071140766;0.413062810898;0.433999985456;-999.000000000000
353;0.332319587469;0.327048987150;0.359688490629;50.624206542969
354;0.426141560078;0.433999985456;0.433999985456;2461.132812500000
355;0.433999985456;0.428196489811;0.433999985456;-999.000000000000
356;0.433812320232;0.433999985456;0.433999985456;432.071441650391
357;0.433899521828;0.433999985456;0.433999985456;371.746398925781
358;0.334277451038;0.329959958792;0.378596305847;174.167556762695
359;0.433341592550;0.433999985456;0.433999985456;-999.000000000000
360;0.333879739046;0.329362928867;0.374400198460;17.019372940063
361;0.357488691807;0.378206431866;0.433320879936;5.215448856354
362;0.341261088848;0.342380404472;0.412192434072;1819.468261718750
363;0.334389328957;0.330119848251;0.379219770432;0.412252813578
364;0.334948718548;0.330992996693;0.384887754917;0.269369661808
365;0.334948688745;0.330992937088;0.384887635708;0.368138164282
366;0.334948718548;0.330992996693;0.384887754917;1.005646705627
367;0.335756897926;0.332329005003;0.393475204706;1969.776977539062
368;0.333489447832;0.328877568245;0.371843487024;2165.312500000000
369;0.334948718548;0.330992996693;0.384887754917;0.143663808703
370;0.332666963339;0.327535271645;0.362349092960;-999.000000000000
371;0.334701478481;0.330598533154;0.382491499186;14.823195457458
372;0.335700541735;0.332206040621;0.392716467381;1.116456985474
373;0.334671854973;0.330558419228;0.382097184658;-999.000000000000
374;0.433921307325;0.433999985456;0.433999985456;268.144805908203
375;0.333564639091;0.328863829374;0.370868295431;12.878287315369
376;0.334356307983;0.330066770315;0.379344463348;464.462738037109
377;0.332722604275;0.327612847090;0.362820595503;-999.000000000000
378;0.334897726774;0.330920606852;0.384817808867;-999.000000000000
379;0.334912300110;0.330971568823;0.385263144970;221.436737060547
380;0.333501607180;0.328775435686;0.370722442865;-999.000000000000
381;0.333506882191;0.328773260117;0.370476424694;-999.000000000000
382;0.433732807636;0.433999985456;0.433999985456;2530.998535156250
383;0.333652347326;0.329004615545;0.371797531843;1.212402939796
384;0.332743972540;0.328277200460;0.371060937643;4905.552246093750
385;0.332416564226;0.327162951231;0.360119879246;15.154477119446
386;0.332110166550;0.326731443405;0.357697129250;10.141617774963
387;0.335564255714;0.331961929798;0.391440033913;238.268707275391
388;0.333453238010;0.328709542751;0.370255231857;10.765874862671
389;0.333270311356;0.328444957733;0.368504375219;13.577886581421
390;0.333894550800;0.329377084970;0.374343752861;44.394893646240
391;0.333656817675;0.329005271196;0.372094660997;11.325447082520
392;0.332529515028;0.327347576618;0.361358612776;0.000000000000
393;0.333996713161;0.329535365105;0.375566184521;168.000717163086
394;0.335997760296;0.332739412785;0.395318567753;-999.000000000000
395;0.331707686186;0.326116681099;0.354358017445;-999.000000000000
396;0.332608997822;0.327484607697;0.362438708544;0.000000000000
397;0.342915475368;0.347054839134;0.416551858187;62.367965698242
398;0.333774358034;0.329196989536;0.373423933983;1.169677853584
399;0.334723651409;0.330686032772;0.383669823408;-999.000000000000
400;0.401188492775;0.395169049501;0.432749867439;181.025955200195
401;0.402910560369;0.397515118122;0.444270700216;100.193267822266
402;0.399559646845;0.392953515053;0.422856003046;-999.000000000000
403;0.335183203220;0.331869632006;0.392426103354;15.252098083496
404;0.331145077944;0.325723767281;0.354442626238;509.934448242188
405;0.330758005381;0.325141370296;0.351291686296;1436.434204101562
406;0.329224079847;0.322872608900;0.340124249458;124.581680297852
407;0.330688238144;0.325009554625;0.350095301867;6.699718952179
408;0.334691971540;0.331075370312;0.387629240751;6003.951660156250
409;0.333576023579;0.328327596188;0.363385409117;92.304504394531
410;0.334751367569;0.330047547817;0.375524044037;912.326843261719
411;0.329782903194;0.323758363724;0.344483375549;0.000000000000
412;0.334078788757;0.328884333372;0.365742027760;265.101135253906
413;0.333789199591;0.328462809324;0.362650305033;184.508743286133
414;0.399434983730;0.392710626125;0.421842843294;12.361567497253
415;0.398933202028;0.391950577497;0.418252259493;171.095687866211
416;0.334286838770;0.329180896282;0.367707610130;1187.938720703125
417;0.398716986179;0.391668140888;0.417371571064;-999.000000000000
418;0.400607585907;0.394429832697;0.430040717125;141.122772216797
419;0.402727574110;0.397636711597;0.446287572384;1596.024047851562
420;0.333735615015;0.328407377005;0.362393468618;-999.000000000000
421;0.335328519344;0.330766588449;0.379520028830;72.947181701660
422;0.334777623415;0.329902917147;0.373088896275;281.273132324219
423;0.334183931351;0.329034686089;0.366729438305;23.870805740356
424;0.334229111671;0.329103767872;0.367414206266;-999.000000000000
425;0.334510982037;0.329483777285;0.369866222143;367.920837402344
426;0.382573783398;0.384999990463;0.384999990463;-999.000000000000
427;0.383240997791;0.384999990463;0.384999990463;-999.000000000000
428;0.383158922195;0.384999990463;0.384999990463;-999.000000000000
429;0.382179170847;0.384999990463;0.384999990463;-999.000000000000
430;0.381343662739;0.384999990463;0.384999990463;-999.000000000000
431;0.382490307093;0.384999990463;0.384999990463;-999.000000000000
432;0.382943332195;0.384999990463;0.384999990463;-999.000000000000
433;0.383192062378;0.384999990463;0.384999990463;-999.000000000000
434;0.383115798235;0.384999990463;0.384999990463;-999.000000000000
435;0.383412837982;0.384999990463;0.384999990463;-999.000000000000
436;0.382749468088;0.384999990463;0.384999990463;-999.000000000000
437;0.381870746613;0.384999990463;0.384999990463;-999.000000000000
438;0.335841476917;0.333048075438;0.397218108177;83.333976745605
439;0.383430093527;0.384999990463;0.384999990463;-999.000000000000
440;0.383361279964;0.384999990463;0.384999990463;-999.000000000000
441;0.383639514446;0.384999990463;0.384999990463;-999.000000000000
442;0.383374214172;0.384999990463;0.384999990463;-999.000000000000
443;0.383169919252;0.384999990463;0.384999990463;-999.000000000000
444;0.383682191372;0.384999990463;0.384999990463;-999.000000000000
445;0.383709967136;0.384999990463;0.384999990463;-999.000000000000
446;0.383659780025;0.384999990463;0.384999990463;-999.000000000000
447;0.383697748184;0.384999990463;0.384999990463;-999.000000000000
448;0.383567988873;0.384999990463;0.384999990463;-999.000000000000
449;0.383298993111;0.384999990463;0.384999990463;-999.000000000000
