ETATS ACHEMINEMENT RIVIERE MILIEUX HUMIDES RIVERAIN;ONDE CINEMATIQUE MODIFIEE( 4.3.1.0000 )
DATE_HEURE;2020-01-01 00:00

TRONCON;WET V;WET A;WET D;OCM QAMONT 1;OCM QAPPORTLAT 1;OCM QAVAL 1;OCM QAMONT 2;OCM QAPPORTLAT 2;OCM QAVAL 2;OCM QAMONT 3;OCM QAPPORTLAT 3;OCM QAVAL 3
1;2047.922241210938;10239.863281250000;0.199995085597;13.721583366394;0.040418110788;13.756634712219;13.756634712219;0.020700771362;13.777379035950;13.777379035950;0.000000000000;13.777379035950
64;659.110290527344;3637.134765625000;0.181216925383;7.733652114868;0.048729695380;7.780871868134;7.780871868134;0.000549933873;7.781421661377;7.781421661377;0.000000000000;7.781421661377
72;2559.848144531250;12799.729492187500;0.199992418289;2.892746448517;0.886572182178;3.771887540817;3.771887540817;0.034114655107;3.806086063385;3.806086063385;0.000000000000;3.806086063385
73;5742.115234375000;28145.976562500000;0.204011932015;0.908006906509;0.039329748601;0.947335183620;0.947335183620;0.165202587843;1.112537741661;1.112537741661;0.000000000000;1.112537741661
74;3000.000000000000;10000.000000000000;0.300000011921;0.848040699959;0.025900037959;0.873939752579;0.873939752579;0.010915780440;0.884855568409;0.884855568409;0.000000000000;0.884855568409
76;131.313766479492;19020.568359375000;0.006903777365;0.000000000000;0.015038147569;0.015038152225;0.015038152225;0.002468909370;0.017507061362;0.017507061362;0.000000000000;0.017507061362
77;43.570636749268;3205.773437500000;0.013591304421;0.000000000000;0.000000000000;0.000000000000;0.000000000000;0.000491233659;0.000491233659;0.000491233659;0.009156706743;0.009647062048
78;4095.875488281250;20479.779296875000;0.199996128678;0.000000000000;0.051800232381;0.051800232381;0.051800232381;0.032657012343;0.084525510669;0.084525510669;0.178301304579;0.262826800346
79;144.292282104492;35092.214843750000;0.004111803602;0.000000000000;0.018476264551;0.018476264551;0.018476264551;0.004675045144;0.023151310161;0.023151310161;0.000000000000;0.023151310161
80;2139.028076171875;17702.437500000000;0.120832405984;1.700461149216;0.088859386742;1.777296900749;1.777296900749;0.002911912976;1.780208826065;1.780208826065;0.000000000000;1.780208826065
81;430.917633056641;4206.988281250000;0.102429009974;1.689307093620;0.007349463645;1.695277452469;1.695277452469;0.000696703151;1.695974111557;1.695974111557;0.000000000000;1.695974111557
82;0.480148375034;56.349040985107;0.008520967327;0.000000000000;0.028904335573;0.028904335573;0.028904335573;0.000000894016;0.028905229643;0.028905229643;0.000995646114;0.029900869355
83;1020.458312988281;35525.480468750000;0.028724690899;1.615429162979;0.022861709818;1.634832143784;1.634832143784;0.005310717504;1.640142798424;1.640142798424;0.022861709818;1.659406185150
84;998.570678710938;42525.671875000000;0.023481599987;1.587446212769;0.006194352172;1.591802120209;1.591802120209;0.006647578906;1.598449707031;1.598449707031;0.006194352172;1.602757930756
85;0.001000000047;73.351066589355;0.000013633065;1.513585448265;0.000000000000;1.513585448265;1.513585448265;0.000041836240;1.513627171516;1.513627171516;0.000000000000;1.513627171516
86;926.016723632812;41833.554687500000;0.022135745734;1.466970682144;0.009149612859;1.473685503006;1.473685503006;0.006458223797;1.480143785477;1.480143785477;0.009149612859;1.486781358719
87;310.839508056641;21876.173828125000;0.014209045097;1.418159484863;0.000283473171;1.418320059776;1.418320059776;0.003431115299;1.421751141548;1.421751141548;0.000283473171;1.421911120415
88;0.007057367824;30.806583404541;0.000229086319;0.000000000000;0.021010778844;0.021010778844;0.021010778844;0.000010602153;0.021021381021;0.021021381021;0.000254792860;0.021276177838
89;55.385154724121;3887.927734375000;0.014245419763;1.395125865936;0.001052337000;1.395700097084;1.395700097084;0.000611373165;1.396311521530;1.396311521530;0.001052337000;1.396883249283
90;11199.683593750000;55999.437500000000;0.199996411800;1.187842369080;0.049067206681;1.235669374466;1.235669374466;0.043878082186;1.279720544815;1.279720544815;0.049067206681;1.327568531036
91;882.091308593750;10894.485351562500;0.080966785550;1.184457063675;0.000993517926;1.185278534889;1.185278534889;0.001742924913;1.187021374702;1.187021374702;0.000993517926;1.187842369080
92;0.001000000047;70.158378601074;0.000014253464;1.131418704987;0.000036800058;1.131234645844;1.131234645844;0.000086701992;1.131321430206;1.131321430206;0.000036800058;1.131134510040
93;0.634160339832;62.198013305664;0.010195828974;0.000000000000;0.000097920543;0.000097920551;0.000097920551;0.000009633748;0.000107554297;0.000107554297;0.011389506981;0.011496962048
94;2387.151855468750;30656.236328125000;0.077868416905;1.060271859169;0.028822543100;1.087896823883;1.087896823883;0.004405764397;1.092302560806;1.092302560806;0.028822543100;1.119921684265
96;187.338821411133;11140.514648437500;0.016815993935;1.004050135612;0.014226034284;1.017129898071;1.017129898071;0.001625584206;1.018755555153;1.018755555153;0.014226034284;1.031828284264
97;94.982269287109;4102.454101562500;0.023152550682;0.547110438347;0.000000000000;0.547110438347;0.547110438347;0.000703003199;0.547813475132;0.547813475132;0.000000000000;0.547813475132
98;715.006774902344;25782.748046875000;0.027731988579;0.288030534983;0.054183479398;0.340450108051;0.340450108051;0.004969626665;0.345419734716;0.345419734716;0.000000000000;0.345419734716
99;386.972076416016;29089.384765625000;0.013302864507;0.222861468792;0.025648837909;0.247592657804;0.247592657804;0.004817912821;0.252410560846;0.252410560846;0.000000000000;0.252410560846
