ETATS BILAN VERTICAL;BV3C2( 4.3.1.0000 )
DATE_HEURE;2020-07-01 00:00

UHRH;THETA 1;THETA 2;THETA 3;MH WETVOL
1;0.264839679003;0.296081900597;0.410081446171;-999.000000000000
2;0.238764956594;0.258848726749;0.377665877342;1653.864379882812
3;0.217181473970;0.230895757675;0.301090121269;-999.000000000000
4;0.229532033205;0.247170567513;0.350036323071;24.082569122314
5;0.265425562859;0.296978980303;0.410564571619;-999.000000000000
6;0.257062584162;0.284639328718;0.403233617544;-999.000000000000
7;0.202722251415;0.212877273560;0.259550213814;-999.000000000000
8;0.215586274862;0.229502663016;0.296977162361;-999.000000000000
9;0.221186056733;0.236213073134;0.315974116325;-999.000000000000
10;0.210322946310;0.222310125828;0.279751271009;-999.000000000000
11;0.213027462363;0.225921496749;0.287276208401;0.000000000000
12;0.267114847898;0.299710869789;0.411956429482;-999.000000000000
13;0.240751549602;0.262050062418;0.382276177406;21.148710250854
14;0.270946353674;0.305343627930;0.412000000477;-999.000000000000
15;0.205518305302;0.217027619481;0.266679048538;-999.000000000000
16;0.229432404041;0.246974796057;0.349299132824;-999.000000000000
17;0.233051329851;0.251898169518;0.364868164062;169.694869995117
18;0.213753268123;0.227719321847;0.293050646782;-999.000000000000
19;0.214614704251;0.229248538613;0.297437846661;0.012043658644
20;0.207440987229;0.220641091466;0.276801109314;-999.000000000000
21;0.207557573915;0.220830187201;0.277244597673;-999.000000000000
22;0.213406562805;0.226967886090;0.290816098452;-999.000000000000
23;0.219052419066;0.234068825841;0.310383439064;-999.000000000000
24;0.206783607602;0.219889611006;0.275106668472;-999.000000000000
25;0.206634134054;0.219674617052;0.274665445089;-999.000000000000
26;0.216735586524;0.231253892183;0.302216261625;0.000000000000
27;0.215758368373;0.230189993978;0.299719780684;-999.000000000000
28;0.233095228672;0.251763910055;0.364431649446;-999.000000000000
29;0.207485020161;0.220682501793;0.276964902878;-999.000000000000
30;0.206376388669;0.219212010503;0.273914366961;-999.000000000000
31;0.207456648350;0.220104768872;0.275275886059;0.000000000000
32;0.201483964920;0.212909102440;0.261682897806;-999.000000000000
33;0.208523049951;0.221740216017;0.279152214527;-999.000000000000
34;0.205526903272;0.218327909708;0.271638303995;-999.000000000000
35;0.207427680492;0.220603018999;0.276757329702;-999.000000000000
36;0.208263084292;0.221668541431;0.279272258282;-999.000000000000
37;0.252275288105;0.277755320072;0.398240089417;-999.000000000000
38;0.216293215752;0.231165274978;0.302218854427;-999.000000000000
39;0.216349452734;0.230812326074;0.301261216402;-999.000000000000
40;0.208232149482;0.221606835723;0.278985619545;-999.000000000000
41;0.206491291523;0.219458505511;0.274051129818;0.000000000000
42;0.207111239433;0.220201537013;0.275775045156;0.000000000000
43;0.224455043674;0.241118878126;0.330440253019;-999.000000000000
44;0.217121243477;0.231731787324;0.303418904543;-999.000000000000
45;0.238795563579;0.259472638369;0.378727823496;-999.000000000000
46;0.218478947878;0.233060523868;0.306880801916;-999.000000000000
47;0.212146565318;0.225920125842;0.288625091314;-999.000000000000
48;0.207967773080;0.220722898841;0.276049137115;-999.000000000000
49;0.207950279117;0.221150368452;0.277824997902;0.000000000000
50;0.234825238585;0.254086643457;0.369469761848;-999.000000000000
51;0.222454831004;0.238311529160;0.321601241827;-999.000000000000
52;0.281361728907;0.322161197662;0.412000000477;-999.000000000000
53;0.225131556392;0.241426587105;0.330732762814;-999.000000000000
54;0.209316968918;0.222843527794;0.281717032194;-999.000000000000
